FILIAL;SECAO;DATA;CMV;VALOR ESTOQUE;;VL_ESTQ;CMV;TOTAL
16;435;11/04/2021;R$ 1.488,29;R$ 99.785,70;;;;
17;411;11/04/2021;R$ 54,84;R$ 221.839,23;;;;
17;424;11/04/2021;R$ 0;R$ 100.588,96;;;;
17;426;11/04/2021;R$ 0;R$ 21.785,04;;;;
17;441;11/04/2021;R$ 0;R$ 16.996,75;;;;
18;434;11/04/2021;R$ 0;R$ 10.421,63;;;;
18;436;11/04/2021;R$ 0;R$ 309.789,02;;;;
1;433;12/04/2021;R$ 21.618,90;R$ 187.394,94;;;;
2;412;12/04/2021;R$ 4.293,33;R$ 305.215,62;;;;
2;424;12/04/2021;R$ 3.265,44;R$ 114.624,19;;;;
2;428;12/04/2021;R$ 3.905,62;R$ 57.613,75;;;;
2;435;12/04/2021;R$ 15.684,38;R$ 125.925,43;;;;
2;444;12/04/2021;R$ 50,68;R$ 3.082,22;;;;
3;443;12/04/2021;R$ 2.407,71;R$ 70.093,89;;;;
4;411;12/04/2021;R$ 8.882,96;R$ 284.256,08;;;;
4;413;12/04/2021;R$ 8.651,79;R$ 336.590,29;;;;
4;428;12/04/2021;R$ 2.570,50;R$ 34.754,81;;;;
6;421;12/04/2021;R$ 8.590,92;R$ 513.373,32;;;;
7;436;12/04/2021;R$ 26.009,27;R$ 486.822,90;;;;
7;440;12/04/2021;R$ 1.239,93;R$ 17.644,32;;;;
8;422;12/04/2021;R$ 83,66;R$ 5.892,19;;;;
8;425;12/04/2021;R$ 1.611,87;R$ 59.453,79;;;;
8;426;12/04/2021;R$ 1.461,05;R$ 29.512,90;;;;
8;433;12/04/2021;R$ 25.861,51;R$ 112.114,25;;;;
8;436;12/04/2021;R$ 34.512,86;R$ 460.484,12;;;;
9;420;12/04/2021;R$ 249,03;R$ 144.035,03;;;;
9;424;12/04/2021;R$ 2.492,37;R$ 104.146,54;;;;
9;428;12/04/2021;R$ 4.858,51;R$ 28.981,94;;;;
10;411;12/04/2021;R$ 11.479,90;R$ 315.585,89;;;;
10;416;12/04/2021;R$ 5.344,17;R$ 99.438,69;;;;
10;433;12/04/2021;R$ 16.038,24;R$ 100.477,65;;;;
10;442;12/04/2021;R$ 0;R$ 49,50;;;;
11;412;12/04/2021;R$ 4.090,47;R$ 322.824,19;;;;
11;415;12/04/2021;R$ 1.919,80;R$ 112.307,07;;;;
11;422;12/04/2021;R$ 82,92;R$ 9.581,19;;;;
11;423;12/04/2021;R$ 1.945,30;R$ 144.395,19;;;;
11;428;12/04/2021;R$ 2.695,91;R$ 18.845,09;;;;
11;440;12/04/2021;R$ 1.382,99;R$ 17.295,77;;;;
11;442;12/04/2021;R$ 0;R$ 0,00;;;;
11;444;12/04/2021;R$ 43,78;R$ 3.406,84;;;;
12;412;12/04/2021;R$ 2.553,10;R$ 284.867,21;;;;
12;424;12/04/2021;R$ 1.316,93;R$ 97.912,93;;;;
12;435;12/04/2021;R$ 11.340,99;R$ 135.852,35;;;;
12;445;12/04/2021;R$ 180,49;R$ 15.841,88;;;;
14;424;12/04/2021;R$ 2.386,03;R$ 114.357,00;;;;
14;428;12/04/2021;R$ 2.500,85;R$ 8.416,99;;;;
14;445;12/04/2021;R$ 371,60;R$ 21.941,58;;;;
15;414;12/04/2021;R$ 5.797,24;R$ 138.462,35;;;;
15;422;12/04/2021;R$ 48,29;R$ 7.810,43;;;;
15;425;12/04/2021;R$ 1.293,35;R$ 50.696,27;;;;
16;420;12/04/2021;R$ 1.370,53;R$ 137.713,77;;;;
16;432;12/04/2021;R$ 469,55;R$ 5.484,62;;;;
16;434;12/04/2021;R$ 2.164,79;R$ 10.962,64;;;;
16;435;12/04/2021;R$ 14.601,51;R$ 99.688,11;;;;
16;442;12/04/2021;R$ 0;R$ 0,00;;;;
16;443;12/04/2021;R$ 1.661,85;R$ 61.694,98;;;;
17;423;12/04/2021;R$ 1.356,38;R$ 127.947,21;;;;
17;433;12/04/2021;R$ 18.481,08;R$ 108.564,33;;;;
17;440;12/04/2021;R$ 968,10;R$ 19.503,06;;;;
18;433;12/04/2021;R$ 14.324,22;R$ 103.054,17;;;;
1;411;13/04/2021;R$ 14.037,99;R$ 299.601,00;;;;
1;417;13/04/2021;R$ 0;R$ 0,00;;;;
1;421;13/04/2021;R$ 4.264,78;R$ 545.633,51;;;;
1;424;13/04/2021;R$ 3.573,50;R$ 138.538,71;;;;
1;430;13/04/2021;R$ 0;R$ 109,08;;;;
1;440;13/04/2021;R$ 1.278,74;R$ 16.101,70;;;;
2;442;13/04/2021;R$ 0;R$ 0,00;;;;
3;411;13/04/2021;R$ 18.054,81;R$ 430.116,55;;;;
3;423;13/04/2021;R$ 3.202,84;R$ 138.277,84;;;;
3;427;13/04/2021;R$ 162,10;R$ 19.406,50;;;;
3;435;13/04/2021;R$ 20.681,53;R$ 165.135,02;;;;
4;415;13/04/2021;R$ 1.493,03;R$ 101.179,77;;;;
4;422;13/04/2021;R$ 22,37;R$ 8.199,46;;;;
4;431;13/04/2021;R$ 1.318,49;R$ 104.993,92;;;;
6;420;13/04/2021;R$ 0;R$ 0,00;;;;
6;421;13/04/2021;R$ 2.179,83;R$ 509.732,92;;;;
6;424;13/04/2021;R$ 14,35;R$ 993,25;;;;
8;412;13/04/2021;R$ 5.141,68;R$ 338.426,63;;;;
8;416;13/04/2021;R$ 7.289,62;R$ 106.126,80;;;;
8;432;13/04/2021;R$ 24,44;R$ 120,90;;;;
8;434;13/04/2021;R$ 2.447,34;R$ 8.147,84;;;;
9;423;13/04/2021;R$ 1.951,46;R$ 131.981,13;;;;
9;424;13/04/2021;R$ 2.850,12;R$ 101.288,08;;;;
10;414;13/04/2021;R$ 4.924,01;R$ 137.122,56;;;;
10;417;13/04/2021;R$ 0;R$ 0,00;;;;
10;432;13/04/2021;R$ 139,64;R$ 724,96;;;;
10;436;13/04/2021;R$ 22.086,77;R$ 511.926,28;;;;
11;412;13/04/2021;R$ 3.876,48;R$ 319.283,55;;;;
11;414;13/04/2021;R$ 4.632,03;R$ 140.068,20;;;;
11;415;13/04/2021;R$ 2.059,99;R$ 111.287,81;;;;
11;417;13/04/2021;R$ 0;R$ 1.568,28;;;;
11;420;13/04/2021;R$ 662,69;R$ 143.099,28;;;;
11;422;13/04/2021;R$ 44,75;R$ 9.656,67;;;;
11;424;13/04/2021;R$ 2.087,29;R$ 106.984,54;;;;
11;436;13/04/2021;R$ 22.237,71;R$ 515.978,53;;;;
11;442;13/04/2021;R$ 0;R$ 0,00;;;;
11;445;13/04/2021;R$ 392,94;R$ 24.857,36;;;;
12;414;13/04/2021;R$ 2.392,64;R$ 131.804,05;;;;
12;434;13/04/2021;R$ 953,83;R$ 6.269,10;;;;
12;436;13/04/2021;R$ 12.492,07;R$ 385.163,59;;;;
14;426;13/04/2021;R$ 894,56;R$ 30.811,77;;;;
15;425;13/04/2021;R$ 1.163,72;R$ 49.827,91;;;;
15;432;13/04/2021;R$ 491,33;R$ 795,16;;;;
15;435;13/04/2021;R$ 14.507,88;R$ 159.765,83;;;;
15;443;13/04/2021;R$ 1.902,35;R$ 60.450,75;;;;
16;411;13/04/2021;R$ 10.561,02;R$ 315.256,48;;;;
16;413;13/04/2021;R$ 10.228,86;R$ 369.276,86;;;;
16;423;13/04/2021;R$ 2.100,67;R$ 121.733,12;;;;
16;441;13/04/2021;R$ 199,69;R$ 22.957,22;;;;
17;428;13/04/2021;R$ 2.875,70;R$ 6.632,35;;;;
17;432;13/04/2021;R$ 231,83;R$ 3.011,97;;;;
17;441;13/04/2021;R$ 95,63;R$ 16.681,13;;;;
18;415;13/04/2021;R$ 1.627,99;R$ 84.824,47;;;;
18;436;13/04/2021;R$ 16.503,84;R$ 326.256,95;;;;
1;421;14/04/2021;R$ 4.303,84;R$ 541.047,51;;;;
1;422;14/04/2021;R$ 34,59;R$ 8.150,85;;;;
1;426;14/04/2021;R$ 1.651,19;R$ 33.379,55;;;;
1;443;14/04/2021;R$ 2.406,31;R$ 63.444,72;;;;
2;415;14/04/2021;R$ 1.976,49;R$ 100.013,31;;;;
2;425;14/04/2021;R$ 534,37;R$ 45.006,43;;;;
2;427;14/04/2021;R$ 27,67;R$ 16.942,80;;;;
2;431;14/04/2021;R$ 1.426,21;R$ 98.487,55;;;;
3;417;14/04/2021;R$ 0;R$ 0,00;;;;
3;421;14/04/2021;R$ 7.001,70;R$ 584.135,91;;;;
3;428;14/04/2021;R$ 5.986,22;R$ 28.934,79;;;;
3;442;14/04/2021;R$ 0;R$ 0,00;;;;
4;411;14/04/2021;R$ 9.719,02;R$ 289.303,27;;;;
4;425;14/04/2021;R$ 442,46;R$ 57.369,98;;;;
4;433;14/04/2021;R$ 14.236,65;R$ 79.082,21;;;;
4;442;14/04/2021;R$ 0;R$ 450,00;;;;
6;420;14/04/2021;R$ 0;R$ 0,00;;;;
7;424;14/04/2021;R$ 2.883,42;R$ 112.567,17;;;;
7;427;14/04/2021;R$ 55,34;R$ 13.998,06;;;;
8;427;14/04/2021;R$ 157,45;R$ 14.881,29;;;;
8;440;14/04/2021;R$ 1.419,50;R$ 18.209,67;;;;
9;412;14/04/2021;R$ 3.195,49;R$ 348.674,41;;;;
9;414;14/04/2021;R$ 4.756,45;R$ 149.405,43;;;;
9;421;14/04/2021;R$ 6.095,16;R$ 555.872,68;;;;
9;426;14/04/2021;R$ 1.116,81;R$ 27.972,75;;;;
9;440;14/04/2021;R$ 1.022,36;R$ 12.315,30;;;;
10;421;14/04/2021;R$ 3.420,49;R$ 582.275,73;;;;
10;436;14/04/2021;R$ 20.176,89;R$ 520.342,05;;;;
10;441;14/04/2021;R$ 354,72;R$ 22.118,05;;;;
10;444;14/04/2021;R$ 24,02;R$ 3.648,12;;;;
11;441;14/04/2021;R$ 98,67;R$ 27.724,60;;;;
12;411;14/04/2021;R$ 5.684,12;R$ 238.710,45;;;;
12;415;14/04/2021;R$ 1.137,98;R$ 85.604,32;;;;
12;426;14/04/2021;R$ 632,76;R$ 23.081,08;;;;
12;428;14/04/2021;R$ 2.066,39;R$ 32.148,47;;;;
12;433;14/04/2021;R$ 8.483,48;R$ 103.510,67;;;;
12;436;14/04/2021;R$ 15.123,19;R$ 391.704,51;;;;
14;411;14/04/2021;R$ 11.858,83;R$ 303.462,41;;;;
14;430;14/04/2021;R$ 0;R$ 0,00;;;;
14;441;14/04/2021;R$ 185,91;R$ 28.036,81;;;;
15;414;14/04/2021;R$ 5.080,33;R$ 136.026,29;;;;
15;421;14/04/2021;R$ 5.258,35;R$ 580.038,73;;;;
15;425;14/04/2021;R$ 1.077,83;R$ 48.846,04;;;;
15;432;14/04/2021;R$ 525,80;R$ 765,38;;;;
16;414;14/04/2021;R$ 5.819,69;R$ 152.412,44;;;;
16;423;14/04/2021;R$ 2.389,09;R$ 120.648,49;;;;
16;424;14/04/2021;R$ 2.326,54;R$ 105.683,89;;;;
17;413;14/04/2021;R$ 7.591,12;R$ 321.406,83;;;;
17;423;14/04/2021;R$ 1.719,17;R$ 127.162,14;;;;
17;436;14/04/2021;R$ 19.359,35;R$ 441.430,44;;;;
17;440;14/04/2021;R$ 998,67;R$ 20.129,08;;;;
18;422;14/04/2021;R$ 25,56;R$ 9.820,09;;;;
18;442;14/04/2021;R$ 0;R$ 0,00;;;;
18;444;14/04/2021;R$ 79,21;R$ 1.573,42;;;;
1;424;15/04/2021;R$ 4.141,18;R$ 141.647,27;;;;
1;435;15/04/2021;R$ 14.866,85;R$ 150.620,54;;;;
1;444;15/04/2021;R$ 105,57;R$ 4.963,46;;;;
2;428;15/04/2021;R$ 3.345,70;R$ 62.650,30;;;;
2;444;15/04/2021;R$ 62,40;R$ 3.624,49;;;;
3;431;15/04/2021;R$ 3.503,72;R$ 93.468,58;;;;
3;436;15/04/2021;R$ 35.725,05;R$ 597.054,88;;;;
3;441;15/04/2021;R$ 199,93;R$ 31.595,58;;;;
4;414;15/04/2021;R$ 4.646,11;R$ 122.551,28;;;;
4;417;15/04/2021;R$ 0;R$ 0,00;;;;
4;424;15/04/2021;R$ 1.803,37;R$ 107.173,46;;;;
4;431;15/04/2021;R$ 1.878,06;R$ 105.135,63;;;;
4;432;15/04/2021;R$ 244,29;R$ 1.641,03;;;;
4;441;15/04/2021;R$ 234,85;R$ 27.507,08;;;;
4;442;15/04/2021;R$ 0;R$ 450,00;;;;
4;445;15/04/2021;R$ 517,49;R$ 21.674,94;;;;
7;411;15/04/2021;R$ 14.624,47;R$ 328.955,32;;;;
7;416;15/04/2021;R$ 4.110,19;R$ 104.036,49;;;;
7;421;15/04/2021;R$ 4.120,91;R$ 473.589,16;;;;
8;413;15/04/2021;R$ 13.074,19;R$ 414.339,05;;;;
8;435;15/04/2021;R$ 19.072,13;R$ 237.045,91;;;;
9;415;15/04/2021;R$ 2.115,50;R$ 107.798,32;;;;
9;420;15/04/2021;R$ 1.593,77;R$ 144.260,47;;;;
9;432;15/04/2021;R$ 12,05;R$ 848,63;;;;
9;443;15/04/2021;R$ 1.904,88;R$ 61.855,74;;;;
10;412;15/04/2021;R$ 3.246,73;R$ 355.444,42;;;;
10;413;15/04/2021;R$ 10.328,56;R$ 364.544,06;;;;
10;433;15/04/2021;R$ 13.036,69;R$ 109.637,58;;;;
11;436;15/04/2021;R$ 22.203,73;R$ 540.709,43;;;;
12;420;15/04/2021;R$ 1.488,13;R$ 126.158,60;;;;
12;422;15/04/2021;R$ 31,89;R$ 9.501,60;;;;
12;426;15/04/2021;R$ 659,39;R$ 25.144,42;;;;
12;441;15/04/2021;R$ 116,20;R$ 17.604,48;;;;
12;444;15/04/2021;R$ 54,32;R$ 4.546,79;;;;
14;434;15/04/2021;R$ 2.204,76;R$ 7.650,16;;;;
15;420;15/04/2021;R$ 2.987,63;R$ 209.163,21;;;;
15;427;15/04/2021;R$ 408,73;R$ 11.710,71;;;;
15;442;15/04/2021;R$ 0;R$ 154,60;;;;
16;416;15/04/2021;R$ 4.887,24;R$ 122.979,63;;;;
16;424;15/04/2021;R$ 2.791,39;R$ 102.856,18;;;;
16;428;15/04/2021;R$ 3.530,52;R$ 25.870,34;;;;
16;443;15/04/2021;R$ 1.656,22;R$ 59.142,69;;;;
17;421;15/04/2021;R$ 4.498,04;R$ 481.739,98;;;;
17;443;15/04/2021;R$ 1.337,62;R$ 52.896,86;;;;
18;415;15/04/2021;R$ 1.781,52;R$ 86.124,43;;;;
18;417;15/04/2021;R$ 0;R$ 0,00;;;;
18;428;15/04/2021;R$ 3.332,54;R$ 26.267,58;;;;
18;440;15/04/2021;R$ 1.036,43;R$ 11.341,88;;;;
1;424;16/04/2021;R$ 3.947,52;R$ 140.510,44;;;;
1;434;16/04/2021;R$ 2.981,07;R$ 13.490,77;;;;
1;443;16/04/2021;R$ 2.214,50;R$ 62.180,64;;;;
2;416;16/04/2021;R$ 5.432,96;R$ 103.345,64;;;;
2;425;16/04/2021;R$ 1.081,86;R$ 43.752,01;;;;
2;444;16/04/2021;R$ 198,71;R$ 4.617,84;;;;
3;426;16/04/2021;R$ 2.592,61;R$ 36.004,98;;;;
3;428;16/04/2021;R$ 6.497,12;R$ 20.227,35;;;;
3;436;16/04/2021;R$ 44.131,11;R$ 582.887,43;;;;
3;442;16/04/2021;R$ 0;R$ 0,00;;;;
3;444;16/04/2021;R$ 312,36;R$ 4.244,43;;;;
4;414;16/04/2021;R$ 4.404,76;R$ 122.832,91;;;;
4;442;16/04/2021;R$ 0;R$ 450,00;;;;
4;445;16/04/2021;R$ 429,80;R$ 21.338,16;;;;
6;421;16/04/2021;R$ 3.921,03;R$ 496.453,10;;;;
7;411;16/04/2021;R$ 28.756,26;R$ 307.647,88;;;;
7;414;16/04/2021;R$ 6.039,86;R$ 139.964,95;;;;
7;415;16/04/2021;R$ 2.251,55;R$ 117.078,39;;;;
7;425;16/04/2021;R$ 1.539,22;R$ 56.518,35;;;;
8;412;16/04/2021;R$ 5.786,85;R$ 361.959,16;;;;
8;413;16/04/2021;R$ 18.028,19;R$ 399.071,54;;;;
8;426;16/04/2021;R$ 1.855,34;R$ 30.503,68;;;;
8;434;16/04/2021;R$ 3.109,37;R$ 9.266,45;;;;
8;445;16/04/2021;R$ 687,13;R$ 24.230,79;;;;
9;412;16/04/2021;R$ 3.749,12;R$ 369.903,01;;;;
9;421;16/04/2021;R$ 7.811,42;R$ 545.728,36;;;;
9;422;16/04/2021;R$ 149,17;R$ 8.305,84;;;;
9;427;16/04/2021;R$ 317,21;R$ 17.366,46;;;;
9;431;16/04/2021;R$ 3.082,80;R$ 82.750,93;;;;
9;433;16/04/2021;R$ 21.663,34;R$ 116.601,27;;;;
9;434;16/04/2021;R$ 2.323,79;R$ 8.404,61;;;;
9;441;16/04/2021;R$ 160,33;R$ 26.470,76;;;;
9;442;16/04/2021;R$ 0;R$ 0,00;;;;
9;443;16/04/2021;R$ 2.073,17;R$ 61.735,74;;;;
9;444;16/04/2021;R$ 271,15;R$ 3.224,97;;;;
10;440;16/04/2021;R$ 1.613,67;R$ 15.284,32;;;;
10;442;16/04/2021;R$ 0;R$ 49,50;;;;
10;445;16/04/2021;R$ 506,51;R$ 23.839,63;;;;
11;416;16/04/2021;R$ 5.216,70;R$ 108.629,52;;;;
11;426;16/04/2021;R$ 1.910,36;R$ 37.606,53;;;;
11;431;16/04/2021;R$ 2.827,68;R$ 114.194,03;;;;
11;434;16/04/2021;R$ 2.317,53;R$ 9.355,30;;;;
11;436;16/04/2021;R$ 26.699,08;R$ 533.781,55;;;;
11;443;16/04/2021;R$ 1.793,02;R$ 65.711,11;;;;
11;444;16/04/2021;R$ 175,36;R$ 3.199,20;;;;
12;416;16/04/2021;R$ 2.925,33;R$ 114.230,59;;;;
12;417;16/04/2021;R$ 0;R$ 0,00;;;;
12;422;16/04/2021;R$ 236,48;R$ 9.265,14;;;;
12;445;16/04/2021;R$ 334,90;R$ 15.399,45;;;;
14;432;16/04/2021;R$ 201,76;R$ 966,79;;;;
15;425;16/04/2021;R$ 2.229,42;R$ 53.166,19;;;;
15;427;16/04/2021;R$ 417,95;R$ 11.292,77;;;;
15;436;16/04/2021;R$ 32.099,54;R$ 488.593,91;;;;
15;442;16/04/2021;R$ 0;R$ 154,60;;;;
16;411;16/04/2021;R$ 21.029,19;R$ 347.837,44;;;;
16;431;16/04/2021;R$ 3.962,17;R$ 96.180,09;;;;
16;443;16/04/2021;R$ 1.755,78;R$ 60.696,32;;;;
17;412;16/04/2021;R$ 3.856,07;R$ 343.528,48;;;;
17;422;16/04/2021;R$ 146,19;R$ 11.014,55;;;;
17;425;16/04/2021;R$ 781,73;R$ 46.340,44;;;;
17;427;16/04/2021;R$ 183,30;R$ 12.815,36;;;;
17;434;16/04/2021;R$ 1.968,56;R$ 8.346,19;;;;
18;426;16/04/2021;R$ 1.383,03;R$ 19.674,40;;;;
1;443;17/04/2021;R$ 2.721,02;R$ 66.059,82;;;;
1;445;17/04/2021;R$ 914,47;R$ 23.562,42;;;;
2;427;17/04/2021;R$ 290;R$ 16.350,19;;;;
2;442;17/04/2021;R$ 0;R$ 0,00;;;;
2;444;17/04/2021;R$ 624,12;R$ 3.993,74;;;;
2;445;17/04/2021;R$ 655,54;R$ 21.824,22;;;;
3;416;17/04/2021;R$ 9.143,76;R$ 140.150,92;;;;
3;423;17/04/2021;R$ 4.244,14;R$ 139.562,46;;;;
3;434;17/04/2021;R$ 5.606,12;R$ 16.230,38;;;;
3;436;17/04/2021;R$ 59.399,11;R$ 548.083,26;;;;
3;444;17/04/2021;R$ 830,43;R$ 3.413,92;;;;
4;411;17/04/2021;R$ 23.596,84;R$ 275.943,54;;;;
4;414;17/04/2021;R$ 5.658,29;R$ 119.990,22;;;;
4;415;17/04/2021;R$ 1.704,13;R$ 101.535,74;;;;
4;416;17/04/2021;R$ 4.083,45;R$ 99.842,55;;;;
4;421;17/04/2021;R$ 6.395,29;R$ 423.108,36;;;;
4;426;17/04/2021;R$ 1.452,98;R$ 22.245,36;;;;
4;431;17/04/2021;R$ 2.608,03;R$ 104.221,24;;;;
6;423;17/04/2021;R$ 0;R$ 956,27;;;;
7;411;17/04/2021;R$ 39.009,47;R$ 301.741,73;;;;
7;414;17/04/2021;R$ 9.180,26;R$ 143.281,76;;;;
7;423;17/04/2021;R$ 2.830,53;R$ 136.527,30;;;;
7;428;17/04/2021;R$ 4.035,68;R$ 62.375,23;;;;
7;430;17/04/2021;R$ 0;R$ 0,00;;;;
8;424;17/04/2021;R$ 7.455,20;R$ 89.984,70;;;;
8;425;17/04/2021;R$ 2.475,62;R$ 54.363,36;;;;
8;435;17/04/2021;R$ 48.066,03;R$ 208.035,47;;;;
8;443;17/04/2021;R$ 3.357,95;R$ 59.892,06;;;;
9;411;17/04/2021;R$ 24.268,10;R$ 351.340,87;;;;
9;428;17/04/2021;R$ 7.038,93;R$ 43.057,96;;;;
9;431;17/04/2021;R$ 3.498,90;R$ 78.109,50;;;;
9;432;17/04/2021;R$ 6,28;R$ 848,63;;;;
9;433;17/04/2021;R$ 25.604,99;R$ 110.428,90;;;;
9;440;17/04/2021;R$ 2.510,50;R$ 10.241,26;;;;
9;442;17/04/2021;R$ 0;R$ 0,00;;;;
10;420;17/04/2021;R$ 3.589,64;R$ 146.512,17;;;;
10;421;17/04/2021;R$ 14.473,98;R$ 569.886,34;;;;
10;433;17/04/2021;R$ 24.513,80;R$ 101.822,66;;;;
10;440;17/04/2021;R$ 2.255,17;R$ 14.512,39;;;;
10;444;17/04/2021;R$ 636,49;R$ 3.660,06;;;;
10;445;17/04/2021;R$ 670,57;R$ 23.148,75;;;;
11;412;17/04/2021;R$ 6.213,96;R$ 321.720,09;;;;
11;422;17/04/2021;R$ 124,12;R$ 10.172,01;;;;
11;443;17/04/2021;R$ 2.157,38;R$ 68.067,62;;;;
12;415;17/04/2021;R$ 1.915,74;R$ 88.346,37;;;;
12;416;17/04/2021;R$ 2.753,12;R$ 113.202,35;;;;
12;422;17/04/2021;R$ 148,35;R$ 9.429,80;;;;
12;426;17/04/2021;R$ 973,67;R$ 23.234,90;;;;
12;436;17/04/2021;R$ 22.466,48;R$ 387.356,13;;;;
12;444;17/04/2021;R$ 513,05;R$ 4.378,20;;;;
14;411;17/04/2021;R$ 38.701,27;R$ 276.419,65;;;;
14;415;17/04/2021;R$ 3.284,59;R$ 100.173,87;;;;
14;434;17/04/2021;R$ 3.591,63;R$ 7.503,70;;;;
14;436;17/04/2021;R$ 40.835,13;R$ 417.940,79;;;;
14;442;17/04/2021;R$ 0;R$ 0,00;;;;
15;428;17/04/2021;R$ 6.405,23;R$ 23.422,04;;;;
15;434;17/04/2021;R$ 3.725,08;R$ 8.246,12;;;;
15;443;17/04/2021;R$ 2.676,12;R$ 57.167,81;;;;
16;420;17/04/2021;R$ 6.244,94;R$ 130.587,63;;;;
16;422;17/04/2021;R$ 708,87;R$ 9.277,61;;;;
16;434;17/04/2021;R$ 3.333,66;R$ 9.941,80;;;;
16;441;17/04/2021;R$ 263,69;R$ 22.252,23;;;;
17;417;17/04/2021;R$ 0;R$ 1.199,52;;;;
17;423;17/04/2021;R$ 3.143,88;R$ 128.098,66;;;;
17;426;17/04/2021;R$ 2.351,61;R$ 22.687,88;;;;
17;431;17/04/2021;R$ 3.396,18;R$ 99.455,48;;;;
17;435;17/04/2021;R$ 26.518,90;R$ 164.711,08;;;;
17;442;17/04/2021;R$ 0;R$ 0,00;;;;
18;424;17/04/2021;R$ 3.340,71;R$ 63.813,04;;;;
18;433;17/04/2021;R$ 15.688,92;R$ 105.714,53;;;;
1;421;18/04/2021;R$ 0;R$ 535.273,17;;;;
1;430;18/04/2021;R$ 0;R$ 109,08;;;;
1;442;18/04/2021;R$ 0;R$ 689,48;;;;
1;443;18/04/2021;R$ 0;R$ 65.069,71;;;;
2;417;18/04/2021;R$ 0;R$ 0,00;;;;
2;421;18/04/2021;R$ 0;R$ 457.968,38;;;;
2;432;18/04/2021;R$ 0;R$ 1.328,52;;;;
2;436;18/04/2021;R$ 0;R$ 418.751,33;;;;
2;444;18/04/2021;R$ 0;R$ 4.624,85;;;;
3;411;18/04/2021;R$ 0;R$ 399.798,33;;;;
3;414;18/04/2021;R$ 0;R$ 191.566,46;;;;
3;426;18/04/2021;R$ 0;R$ 33.347,32;;;;
3;427;18/04/2021;R$ 0;R$ 18.473,37;;;;
3;435;18/04/2021;R$ 0;R$ 189.788,64;;;;
4;412;18/04/2021;R$ 0;R$ 301.411,95;;;;
4;420;18/04/2021;R$ 0;R$ 107.873,61;;;;
4;421;18/04/2021;R$ 0;R$ 422.404,51;;;;
4;426;18/04/2021;R$ 0;R$ 21.779,29;;;;
4;431;18/04/2021;R$ 0;R$ 103.754,85;;;;
6;411;18/04/2021;R$ 0;R$ 763,03;;;;
6;424;18/04/2021;R$ 0;R$ 910,78;;;;
7;412;18/04/2021;R$ 0;R$ 371.445,00;;;;
7;428;18/04/2021;R$ 0;R$ 61.899,88;;;;
8;432;18/04/2021;R$ 0;R$ 120,90;;;;
9;421;18/04/2021;R$ 0;R$ 534.191,22;;;;
9;428;18/04/2021;R$ 0;R$ 43.113,69;;;;
9;436;18/04/2021;R$ 0;R$ 453.978,36;;;;
9;442;18/04/2021;R$ 0;R$ 0,00;;;;
10;417;18/04/2021;R$ 0;R$ 0,00;;;;
10;425;18/04/2021;R$ 0;R$ 59.931,76;;;;
10;443;18/04/2021;R$ 0;R$ 69.550,39;;;;
10;445;18/04/2021;R$ 0;R$ 22.876,88;;;;
11;431;18/04/2021;R$ 0;R$ 121.026,62;;;;
11;436;18/04/2021;R$ 0;R$ 532.073,32;;;;
12;424;18/04/2021;R$ 1.495,49;R$ 93.352,31;;;;
12;427;18/04/2021;R$ 250,48;R$ 10.663,94;;;;
12;434;18/04/2021;R$ 1.097,12;R$ 5.541,88;;;;
12;444;18/04/2021;R$ 435,60;R$ 3.942,66;;;;
14;416;18/04/2021;R$ 0;R$ 107.184,65;;;;
14;424;18/04/2021;R$ 0;R$ 109.972,67;;;;
15;411;18/04/2021;R$ 0;R$ 238.291,63;;;;
15;435;18/04/2021;R$ 0;R$ 219.634,80;;;;
15;441;18/04/2021;R$ 0;R$ 15.212,92;;;;
15;442;18/04/2021;R$ 0;R$ 154,60;;;;
16;414;18/04/2021;R$ 482,09;R$ 157.933,27;;;;
16;421;18/04/2021;R$ 281;R$ 463.308,85;;;;
16;426;18/04/2021;R$ 95,33;R$ 30.578,79;;;;
17;420;18/04/2021;R$ 0;R$ 115.577,98;;;;
17;422;18/04/2021;R$ 0;R$ 11.513,86;;;;
17;432;18/04/2021;R$ 0;R$ 2.265,42;;;;
18;413;18/04/2021;R$ 0;R$ 260.386,37;;;;
18;434;18/04/2021;R$ 0;R$ 10.618,24;;;;
18;441;18/04/2021;R$ 0;R$ 15.241,37;;;;
1;422;19/04/2021;R$ 48,81;R$ 8.278,59;;;;
2;413;19/04/2021;R$ 11.630,26;R$ 372.735,78;;;;
2;415;19/04/2021;R$ 2.699,61;R$ 101.165,03;;;;
3;415;19/04/2021;R$ 3.975,81;R$ 122.968,56;;;;
4;415;19/04/2021;R$ 2.042,17;R$ 99.086,77;;;;
4;417;19/04/2021;R$ 0;R$ 0,00;;;;
4;420;19/04/2021;R$ 283,50;R$ 107.581,42;;;;
6;411;19/04/2021;R$ 0;R$ 763,03;;;;
7;416;19/04/2021;R$ 5.025,34;R$ 105.315,84;;;;
7;417;19/04/2021;R$ 0;R$ 0,00;;;;
7;426;19/04/2021;R$ 791,97;R$ 32.211,68;;;;
7;431;19/04/2021;R$ 1.820,99;R$ 92.687,17;;;;
7;434;19/04/2021;R$ 1.752,39;R$ 7.638,96;;;;
7;436;19/04/2021;R$ 24.719,16;R$ 516.503,59;;;;
