FILIAL;SECAO;DATA;CMV;VALOR ESTOQUE;;VL_ESTQ;CMV;TOTAL
7;428;04/04/2021;R$ 0;R$ 42.713,94;;;;
7;445;04/04/2021;R$ 0;R$ 25.390,49;;;;
8;417;04/04/2021;R$ 0;R$ 0,00;;;;
8;431;04/04/2021;R$ 0;R$ 155.518,03;;;;
8;445;04/04/2021;R$ 0;R$ 26.067,33;;;;
9;411;04/04/2021;R$ 0;R$ 357.266,15;;;;
9;416;04/04/2021;R$ 0;R$ 134.553,88;;;;
9;421;04/04/2021;R$ 0;R$ 542.228,52;;;;
9;424;04/04/2021;R$ 0;R$ 90.742,56;;;;
9;430;04/04/2021;R$ 0;R$ 0,00;;;;
10;411;04/04/2021;R$ 0;R$ 303.118,85;;;;
10;433;04/04/2021;R$ 0;R$ 93.125,20;;;;
11;415;04/04/2021;R$ 0;R$ 108.275,76;;;;
11;422;04/04/2021;R$ 0;R$ 9.791,07;;;;
11;430;04/04/2021;R$ 0;R$ 0,00;;;;
12;425;04/04/2021;R$ 0;R$ 40.879,67;;;;
12;430;04/04/2021;R$ 0;R$ 0,00;;;;
14;417;04/04/2021;R$ 0;R$ 2.262,96;;;;
14;431;04/04/2021;R$ 0;R$ 111.917,76;;;;
15;414;04/04/2021;R$ 0;R$ 147.486,24;;;;
15;442;04/04/2021;R$ 0;R$ 154,60;;;;
16;413;04/04/2021;R$ 0;R$ 373.254,72;;;;
16;423;04/04/2021;R$ 0;R$ 112.919,67;;;;
16;427;04/04/2021;R$ 0;R$ 17.192,58;;;;
16;434;04/04/2021;R$ 0;R$ 9.719,08;;;;
16;442;04/04/2021;R$ 0;R$ 0,00;;;;
17;416;04/04/2021;R$ 0;R$ 100.969,68;;;;
17;426;04/04/2021;R$ 0;R$ 22.721,88;;;;
18;412;04/04/2021;R$ 0;R$ 223.425,82;;;;
18;421;04/04/2021;R$ 0;R$ 284.037,34;;;;
18;424;04/04/2021;R$ 0;R$ 61.427,27;;;;
18;441;04/04/2021;R$ 0;R$ 17.432,06;;;;
1;423;05/04/2021;R$ 2.815,04;R$ 151.835,84;;;;
1;425;05/04/2021;R$ 865,73;R$ 57.508,37;;;;
1;432;05/04/2021;R$ 301,49;R$ 1.593,24;;;;
1;434;05/04/2021;R$ 1.831,14;R$ 12.485,95;;;;
2;414;05/04/2021;R$ 6.243,18;R$ 130.277,74;;;;
2;422;05/04/2021;R$ 0;R$ 8.702,87;;;;
2;440;05/04/2021;R$ 277,01;R$ 8.465,31;;;;
3;431;05/04/2021;R$ 2.273,36;R$ 95.123,45;;;;
3;432;05/04/2021;R$ 49,60;R$ 174,31;;;;
3;435;05/04/2021;R$ 16.519,77;R$ 165.171,65;;;;
4;428;05/04/2021;R$ 2.135,59;R$ 29.535,10;;;;
4;433;05/04/2021;R$ 13.247,14;R$ 77.292,12;;;;
7;411;05/04/2021;R$ 9.126,11;R$ 306.307,18;;;;
7;415;05/04/2021;R$ 1.770,50;R$ 112.429,22;;;;
7;432;05/04/2021;R$ 183,57;R$ 4.373,85;;;;
7;434;05/04/2021;R$ 1.658,29;R$ 9.759,07;;;;
8;415;05/04/2021;R$ 2.823,32;R$ 101.794,17;;;;
8;416;05/04/2021;R$ 6.491,31;R$ 118.452,81;;;;
8;433;05/04/2021;R$ 21.656,85;R$ 103.463,07;;;;
8;434;05/04/2021;R$ 2.253,81;R$ 8.887,55;;;;
8;440;05/04/2021;R$ 590,77;R$ 12.385,06;;;;
8;443;05/04/2021;R$ 2.257,07;R$ 56.871,50;;;;
9;436;05/04/2021;R$ 21.287,21;R$ 459.498,21;;;;
10;424;05/04/2021;R$ 2.074,87;R$ 120.424,42;;;;
10;428;05/04/2021;R$ 1.561;R$ 32.371,84;;;;
10;441;05/04/2021;R$ 289,75;R$ 24.749,81;;;;
11;411;05/04/2021;R$ 9.800,50;R$ 344.064,13;;;;
12;412;05/04/2021;R$ 2.524,56;R$ 287.627,02;;;;
12;414;05/04/2021;R$ 2.909,95;R$ 136.298,13;;;;
12;417;05/04/2021;R$ 0;R$ 0,00;;;;
12;430;05/04/2021;R$ 0;R$ 0,00;;;;
12;434;05/04/2021;R$ 868,58;R$ 6.557,69;;;;
12;443;05/04/2021;R$ 729,96;R$ 58.120,35;;;;
14;420;05/04/2021;R$ 296,61;R$ 114.231,48;;;;
14;427;05/04/2021;R$ 267,63;R$ 11.495,14;;;;
14;431;05/04/2021;R$ 1.107,04;R$ 111.917,76;;;;
14;442;05/04/2021;R$ 0;R$ 0,00;;;;
15;417;05/04/2021;R$ 0;R$ 2.683,93;;;;
15;421;05/04/2021;R$ 3.060,49;R$ 559.859,70;;;;
15;424;05/04/2021;R$ 2.926,12;R$ 92.890,46;;;;
15;425;05/04/2021;R$ 1.097,66;R$ 50.326,43;;;;
15;434;05/04/2021;R$ 1.733,30;R$ 10.422,12;;;;
15;443;05/04/2021;R$ 2.141,14;R$ 64.444,04;;;;
16;414;05/04/2021;R$ 10.858,94;R$ 148.870,19;;;;
16;416;05/04/2021;R$ 5.668,02;R$ 130.843,71;;;;
17;413;05/04/2021;R$ 6.565,20;R$ 308.504,92;;;;
17;416;05/04/2021;R$ 3.895,10;R$ 100.969,68;;;;
17;424;05/04/2021;R$ 1.971,10;R$ 102.087,61;;;;
17;428;05/04/2021;R$ 2.295,38;R$ 5.997,07;;;;
17;435;05/04/2021;R$ 9.499;R$ 146.397,81;;;;
17;443;05/04/2021;R$ 1.446,44;R$ 58.078,32;;;;
18;424;05/04/2021;R$ 1.839,46;R$ 61.427,27;;;;
18;434;05/04/2021;R$ 1.271,34;R$ 11.234,81;;;;
1;423;06/04/2021;R$ 2.469,72;R$ 150.083,47;;;;
2;428;06/04/2021;R$ 3.537,59;R$ 49.422,95;;;;
2;433;06/04/2021;R$ 13.812,12;R$ 110.026,92;;;;
2;435;06/04/2021;R$ 15.527,60;R$ 147.058,00;;;;
2;436;06/04/2021;R$ 21.305,46;R$ 407.568,73;;;;
2;442;06/04/2021;R$ 0;R$ 0,00;;;;
2;445;06/04/2021;R$ 554,21;R$ 23.830,92;;;;
3;413;06/04/2021;R$ 13.182,49;R$ 497.952,69;;;;
4;422;06/04/2021;R$ 41,55;R$ 8.440,35;;;;
7;414;06/04/2021;R$ 4.968,58;R$ 139.527,64;;;;
7;416;06/04/2021;R$ 5.422,09;R$ 100.552,00;;;;
7;434;06/04/2021;R$ 1.816,92;R$ 9.949,58;;;;
7;445;06/04/2021;R$ 549,29;R$ 25.183,37;;;;
8;420;06/04/2021;R$ 937,02;R$ 171.600,64;;;;
9;430;06/04/2021;R$ 0;R$ 0,00;;;;
9;440;06/04/2021;R$ 1.102,47;R$ 9.262,15;;;;
10;422;06/04/2021;R$ 111,08;R$ 7.771,95;;;;
10;442;06/04/2021;R$ 0;R$ 49,50;;;;
11;411;06/04/2021;R$ 10.318,26;R$ 341.970,23;;;;
11;413;06/04/2021;R$ 8.551,07;R$ 363.638,82;;;;
11;425;06/04/2021;R$ 652,31;R$ 57.488,07;;;;
11;435;06/04/2021;R$ 12.743,32;R$ 164.663,08;;;;
11;441;06/04/2021;R$ 254,51;R$ 28.841,10;;;;
11;442;06/04/2021;R$ 0;R$ 0,00;;;;
12;425;06/04/2021;R$ 430,99;R$ 41.029,66;;;;
12;427;06/04/2021;R$ 150,45;R$ 11.777,80;;;;
12;430;06/04/2021;R$ 0;R$ 0,00;;;;
14;421;06/04/2021;R$ 2.929,27;R$ 498.006,32;;;;
14;423;06/04/2021;R$ 2.558,46;R$ 98.508,95;;;;
14;426;06/04/2021;R$ 985,31;R$ 38.715,05;;;;
14;432;06/04/2021;R$ 180,53;R$ 563,78;;;;
14;436;06/04/2021;R$ 19.213,41;R$ 427.145,78;;;;
14;442;06/04/2021;R$ 0;R$ 0,00;;;;
14;443;06/04/2021;R$ 987,79;R$ 58.239,63;;;;
15;412;06/04/2021;R$ 4.582,22;R$ 354.309,16;;;;
15;413;06/04/2021;R$ 9.484,36;R$ 394.842,44;;;;
15;421;06/04/2021;R$ 3.222,18;R$ 570.803,19;;;;
15;422;06/04/2021;R$ 16,71;R$ 6.219,93;;;;
16;424;06/04/2021;R$ 2.675,19;R$ 102.353,13;;;;
16;427;06/04/2021;R$ 140,25;R$ 17.052,40;;;;
16;434;06/04/2021;R$ 1.864,48;R$ 9.928,98;;;;
16;441;06/04/2021;R$ 238,20;R$ 24.415,99;;;;
17;413;06/04/2021;R$ 6.823,23;R$ 327.780,00;;;;
17;442;06/04/2021;R$ 0;R$ 0,00;;;;
17;444;06/04/2021;R$ 10,56;R$ 2.589,80;;;;
18;413;06/04/2021;R$ 6.551,10;R$ 254.992,34;;;;
18;415;06/04/2021;R$ 2.007,56;R$ 81.991,50;;;;
18;417;06/04/2021;R$ 0;R$ 0,00;;;;
18;432;06/04/2021;R$ 58,84;R$ 137,71;;;;
18;440;06/04/2021;R$ 578,72;R$ 8.158,88;;;;
18;443;06/04/2021;R$ 904,65;R$ 55.603,37;;;;
18;445;06/04/2021;R$ 287,24;R$ 19.451,60;;;;
1;412;07/04/2021;R$ 4.421,70;R$ 333.379,42;;;;
1;425;07/04/2021;R$ 1.030,10;R$ 54.859,35;;;;
1;444;07/04/2021;R$ 50,68;R$ 4.073,35;;;;
2;424;07/04/2021;R$ 2.765,76;R$ 110.079,09;;;;
2;434;07/04/2021;R$ 1.909,09;R$ 7.209,13;;;;
2;436;07/04/2021;R$ 22.818,47;R$ 412.383,07;;;;
2;444;07/04/2021;R$ 107,89;R$ 3.365,83;;;;
3;423;07/04/2021;R$ 2.522,48;R$ 139.176,13;;;;
3;425;07/04/2021;R$ 1.139,99;R$ 58.621,24;;;;
3;431;07/04/2021;R$ 3.389,38;R$ 93.963,30;;;;
3;434;07/04/2021;R$ 3.464,98;R$ 17.997,70;;;;
4;415;07/04/2021;R$ 1.529,21;R$ 101.205,07;;;;
4;422;07/04/2021;R$ 0;R$ 8.440,35;;;;
6;420;07/04/2021;R$ 0;R$ 0,00;;;;
6;422;07/04/2021;R$ 0;R$ 0,00;;;;
6;424;07/04/2021;R$ 0;R$ 988,80;;;;
7;425;07/04/2021;R$ 743,12;R$ 51.640,97;;;;
7;428;07/04/2021;R$ 3.166,02;R$ 56.286,57;;;;
7;432;07/04/2021;R$ 351,07;R$ 4.226,64;;;;
7;441;07/04/2021;R$ 221,82;R$ 28.172,14;;;;
7;445;07/04/2021;R$ 583,88;R$ 24.611,00;;;;
8;430;07/04/2021;R$ 0;R$ 0,00;;;;
8;433;07/04/2021;R$ 23.581,81;R$ 121.820,37;;;;
8;435;07/04/2021;R$ 19.307,38;R$ 264.817,78;;;;
8;442;07/04/2021;R$ 0;R$ 0,00;;;;
8;444;07/04/2021;R$ 75,76;R$ 3.922,85;;;;
9;430;07/04/2021;R$ 0;R$ 0,00;;;;
10;411;07/04/2021;R$ 9.059,36;R$ 330.318,51;;;;
10;413;07/04/2021;R$ 8.901,89;R$ 354.377,03;;;;
10;435;07/04/2021;R$ 13.377,99;R$ 180.819,76;;;;
10;436;07/04/2021;R$ 19.255,21;R$ 531.166,46;;;;
10;441;07/04/2021;R$ 301,09;R$ 24.430,73;;;;
10;444;07/04/2021;R$ 83,36;R$ 2.985,06;;;;
11;415;07/04/2021;R$ 1.619,70;R$ 110.389,61;;;;
11;440;07/04/2021;R$ 902,05;R$ 14.446,34;;;;
11;444;07/04/2021;R$ 82,92;R$ 2.776,46;;;;
12;433;07/04/2021;R$ 8.659,95;R$ 103.113,00;;;;
14;414;07/04/2021;R$ 3.626,97;R$ 136.928,57;;;;
14;417;07/04/2021;R$ 0;R$ 2.262,96;;;;
14;423;07/04/2021;R$ 1.720,60;R$ 96.163,75;;;;
14;425;07/04/2021;R$ 851,10;R$ 48.683,28;;;;
14;443;07/04/2021;R$ 1.152,93;R$ 58.611,05;;;;
15;444;07/04/2021;R$ 136,68;R$ 3.493,78;;;;
16;427;07/04/2021;R$ 9,66;R$ 17.865,61;;;;
16;436;07/04/2021;R$ 21.853,97;R$ 480.853,13;;;;
16;441;07/04/2021;R$ 114,69;R$ 24.398,32;;;;
17;424;07/04/2021;R$ 2.405,32;R$ 104.390,93;;;;
17;425;07/04/2021;R$ 765,06;R$ 48.635,19;;;;
17;432;07/04/2021;R$ 219,50;R$ 1.613,65;;;;
17;434;07/04/2021;R$ 1.533,36;R$ 9.597,13;;;;
18;414;07/04/2021;R$ 3.454,10;R$ 85.297,80;;;;
18;416;07/04/2021;R$ 3.312,45;R$ 79.659,70;;;;
1;421;08/04/2021;R$ 6.624,17;R$ 549.973,56;;;;
1;423;08/04/2021;R$ 2.617,15;R$ 146.028,48;;;;
2;416;08/04/2021;R$ 5.007,96;R$ 94.284,19;;;;
2;420;08/04/2021;R$ 1.740,40;R$ 155.208,07;;;;
2;433;08/04/2021;R$ 14.759,64;R$ 115.819,53;;;;
2;435;08/04/2021;R$ 17.291,80;R$ 161.067,87;;;;
2;445;08/04/2021;R$ 465,52;R$ 22.363,43;;;;
3;413;08/04/2021;R$ 15.203,05;R$ 509.078,58;;;;
3;417;08/04/2021;R$ 0;R$ 0,00;;;;
3;426;08/04/2021;R$ 2.151,60;R$ 35.584,59;;;;
3;428;08/04/2021;R$ 5.653,50;R$ 32.310,91;;;;
3;431;08/04/2021;R$ 3.861,92;R$ 92.355,31;;;;
3;432;08/04/2021;R$ 43,81;R$ 159,95;;;;
4;411;08/04/2021;R$ 10.071,97;R$ 289.272,58;;;;
4;412;08/04/2021;R$ 2.237,12;R$ 302.245,39;;;;
4;413;08/04/2021;R$ 8.675,93;R$ 349.546,88;;;;
4;420;08/04/2021;R$ 1.931,09;R$ 105.705,12;;;;
4;423;08/04/2021;R$ 1.204,60;R$ 116.163,46;;;;
4;441;08/04/2021;R$ 206,01;R$ 29.441,52;;;;
6;422;08/04/2021;R$ 0;R$ 0,00;;;;
7;413;08/04/2021;R$ 9.580,37;R$ 381.165,86;;;;
7;421;08/04/2021;R$ 3.958,39;R$ 464.483,17;;;;
7;432;08/04/2021;R$ 160,44;R$ 4.226,64;;;;
8;416;08/04/2021;R$ 7.220,19;R$ 111.445,03;;;;
8;421;08/04/2021;R$ 7.465,56;R$ 482.405,85;;;;
8;423;08/04/2021;R$ 2.578,25;R$ 120.253,08;;;;
8;426;08/04/2021;R$ 1.193,91;R$ 35.382,64;;;;
8;435;08/04/2021;R$ 27.003,72;R$ 252.826,13;;;;
9;411;08/04/2021;R$ 15.131,62;R$ 352.089,67;;;;
9;417;08/04/2021;R$ 0;R$ 0,00;;;;
9;421;08/04/2021;R$ 6.296,12;R$ 563.547,17;;;;
9;427;08/04/2021;R$ 158,06;R$ 19.142,62;;;;
9;428;08/04/2021;R$ 5.537,31;R$ 52.894,74;;;;
10;412;08/04/2021;R$ 2.692,12;R$ 354.784,08;;;;
10;414;08/04/2021;R$ 4.225,42;R$ 148.226,82;;;;
10;416;08/04/2021;R$ 4.837,15;R$ 107.875,13;;;;
10;430;08/04/2021;R$ 0;R$ 0,00;;;;
10;433;08/04/2021;R$ 13.118,88;R$ 101.184,64;;;;
10;443;08/04/2021;R$ 1.531,37;R$ 73.670,47;;;;
11;422;08/04/2021;R$ 147,68;R$ 9.457,28;;;;
11;425;08/04/2021;R$ 481,59;R$ 56.593,35;;;;
11;431;08/04/2021;R$ 2.262,58;R$ 117.096,72;;;;
11;435;08/04/2021;R$ 16.503,34;R$ 172.371,48;;;;
11;444;08/04/2021;R$ 139,48;R$ 2.636,99;;;;
12;426;08/04/2021;R$ 643,51;R$ 24.000,31;;;;
12;430;08/04/2021;R$ 0;R$ 0,00;;;;
12;431;08/04/2021;R$ 1.096,07;R$ 80.888,21;;;;
12;432;08/04/2021;R$ 119,14;R$ 1.324,11;;;;
12;434;08/04/2021;R$ 1.004,92;R$ 7.911,02;;;;
12;443;08/04/2021;R$ 734,20;R$ 58.360,39;;;;
14;424;08/04/2021;R$ 1.936,23;R$ 108.299,07;;;;
15;417;08/04/2021;R$ 0;R$ 2.683,93;;;;
15;420;08/04/2021;R$ 2.556,95;R$ 195.416,04;;;;
15;426;08/04/2021;R$ 1.046,34;R$ 38.969,32;;;;
15;427;08/04/2021;R$ 296,59;R$ 13.352,05;;;;
15;435;08/04/2021;R$ 18.636,19;R$ 197.047,05;;;;
16;426;08/04/2021;R$ 1.204,10;R$ 33.105,81;;;;
16;427;08/04/2021;R$ 201,63;R$ 17.477,67;;;;
16;444;08/04/2021;R$ 55,28;R$ 2.943,56;;;;
17;422;08/04/2021;R$ 55,93;R$ 10.488,93;;;;
17;423;08/04/2021;R$ 1.475,83;R$ 120.949,68;;;;
17;426;08/04/2021;R$ 917,43;R$ 24.831,16;;;;
18;415;08/04/2021;R$ 1.895,27;R$ 83.630,08;;;;
18;416;08/04/2021;R$ 3.607,85;R$ 82.242,49;;;;
18;426;08/04/2021;R$ 791,41;R$ 20.806,57;;;;
18;428;08/04/2021;R$ 3.847,54;R$ 49.005,82;;;;
18;433;08/04/2021;R$ 12.072,91;R$ 96.321,82;;;;
18;442;08/04/2021;R$ 0;R$ 0,00;;;;
1;415;09/04/2021;R$ 2.507,20;R$ 109.108,28;;;;
1;423;09/04/2021;R$ 2.220,45;R$ 152.516,43;;;;
1;430;09/04/2021;R$ 0;R$ 109,08;;;;
2;411;09/04/2021;R$ 19.244,90;R$ 299.392,60;;;;
2;423;09/04/2021;R$ 2.646,82;R$ 128.920,89;;;;
2;428;09/04/2021;R$ 4.644,62;R$ 58.138,97;;;;
2;442;09/04/2021;R$ 0;R$ 0,00;;;;
3;411;09/04/2021;R$ 37.646,53;R$ 432.813,85;;;;
3;412;09/04/2021;R$ 6.298,03;R$ 333.543,77;;;;
3;415;09/04/2021;R$ 3.111,53;R$ 121.072,75;;;;
3;424;09/04/2021;R$ 5.206,49;R$ 116.097,38;;;;
3;426;09/04/2021;R$ 2.354,78;R$ 39.884,71;;;;
3;427;09/04/2021;R$ 280,31;R$ 20.855,76;;;;
3;428;09/04/2021;R$ 6.419,07;R$ 33.933,21;;;;
3;431;09/04/2021;R$ 5.020,12;R$ 89.457,09;;;;
3;441;09/04/2021;R$ 242,55;R$ 32.325,00;;;;
4;411;09/04/2021;R$ 18.618,12;R$ 285.561,00;;;;
4;431;09/04/2021;R$ 2.086,34;R$ 108.262,70;;;;
4;435;09/04/2021;R$ 24.552,15;R$ 163.858,43;;;;
4;444;09/04/2021;R$ 201,10;R$ 4.143,01;;;;
6;422;09/04/2021;R$ 0;R$ 0,00;;;;
7;421;09/04/2021;R$ 7.632,18;R$ 467.534,85;;;;
7;427;09/04/2021;R$ 411,55;R$ 14.222,59;;;;
7;441;09/04/2021;R$ 236,83;R$ 27.993,98;;;;
8;421;09/04/2021;R$ 9.758,52;R$ 473.187,11;;;;
8;427;09/04/2021;R$ 392,13;R$ 15.895,98;;;;
8;431;09/04/2021;R$ 3.401,48;R$ 145.699,87;;;;
8;435;09/04/2021;R$ 46.131,02;R$ 233.597,34;;;;
9;445;09/04/2021;R$ 410,87;R$ 25.064,02;;;;
10;412;09/04/2021;R$ 4.654,83;R$ 356.763,25;;;;
10;416;09/04/2021;R$ 5.031,50;R$ 103.784,27;;;;
10;417;09/04/2021;R$ 0;R$ 0,00;;;;
10;432;09/04/2021;R$ 82,43;R$ 1.385,51;;;;
11;426;09/04/2021;R$ 1.709,45;R$ 34.357,86;;;;
11;427;09/04/2021;R$ 412,55;R$ 15.250,93;;;;
11;443;09/04/2021;R$ 1.481,88;R$ 66.317,99;;;;
12;414;09/04/2021;R$ 4.009,95;R$ 132.952,08;;;;
12;432;09/04/2021;R$ 105,84;R$ 1.249,07;;;;
14;411;09/04/2021;R$ 26.427,49;R$ 292.205,34;;;;
14;425;09/04/2021;R$ 1.431,31;R$ 52.540,64;;;;
14;434;09/04/2021;R$ 1.915,58;R$ 8.167,98;;;;
15;411;09/04/2021;R$ 24.158,62;R$ 258.390,72;;;;
15;416;09/04/2021;R$ 5.786,10;R$ 94.063,43;;;;
15;422;09/04/2021;R$ 315,09;R$ 6.934,92;;;;
15;423;09/04/2021;R$ 3.791,86;R$ 140.641,76;;;;
15;433;09/04/2021;R$ 20.653,20;R$ 157.842,41;;;;
15;442;09/04/2021;R$ 0;R$ 154,60;;;;
16;436;09/04/2021;R$ 28.267,29;R$ 487.283,35;;;;
16;444;09/04/2021;R$ 104,71;R$ 2.876,96;;;;
17;411;09/04/2021;R$ 17.216,18;R$ 230.179,55;;;;
17;416;09/04/2021;R$ 4.478,77;R$ 107.987,64;;;;
17;426;09/04/2021;R$ 1.610,91;R$ 22.086,49;;;;
17;436;09/04/2021;R$ 22.973,63;R$ 439.637,31;;;;
17;441;09/04/2021;R$ 176,36;R$ 17.224,83;;;;
17;444;09/04/2021;R$ 121,81;R$ 2.264,86;;;;
18;432;09/04/2021;R$ 58,73;R$ 196,84;;;;
1;421;10/04/2021;R$ 8.140,24;R$ 545.610,02;;;;
1;425;10/04/2021;R$ 1.766,16;R$ 56.174,25;;;;
1;428;10/04/2021;R$ 4.489,41;R$ 24.147,46;;;;
1;431;10/04/2021;R$ 3.748,44;R$ 115.354,71;;;;
1;440;10/04/2021;R$ 1.861,16;R$ 15.826,51;;;;
2;413;10/04/2021;R$ 13.213,67;R$ 362.796,48;;;;
2;433;10/04/2021;R$ 19.463,36;R$ 113.398,68;;;;
2;442;10/04/2021;R$ 0;R$ 0,00;;;;
2;443;10/04/2021;R$ 2.333,39;R$ 64.531,65;;;;
3;411;10/04/2021;R$ 53.666,50;R$ 418.874,65;;;;
3;416;10/04/2021;R$ 9.147,23;R$ 134.760,79;;;;
3;417;10/04/2021;R$ 0;R$ 0,00;;;;
3;427;10/04/2021;R$ 421,45;R$ 20.434,21;;;;
3;434;10/04/2021;R$ 5.495,22;R$ 17.512,27;;;;
3;445;10/04/2021;R$ 724,18;R$ 29.862,34;;;;
4;414;10/04/2021;R$ 6.573,09;R$ 123.701,33;;;;
4;416;10/04/2021;R$ 4.897,65;R$ 92.028,22;;;;
4;420;10/04/2021;R$ 2.817,24;R$ 104.341,18;;;;
4;425;10/04/2021;R$ 876,67;R$ 56.990,93;;;;
6;411;10/04/2021;R$ 0;R$ 763,03;;;;
7;424;10/04/2021;R$ 5.084,79;R$ 112.713,32;;;;
7;441;10/04/2021;R$ 254,61;R$ 26.540,24;;;;
8;411;10/04/2021;R$ 38.930,52;R$ 332.382,82;;;;
8;424;10/04/2021;R$ 6.953;R$ 96.475,28;;;;
8;433;10/04/2021;R$ 31.801,73;R$ 120.838,55;;;;
8;444;10/04/2021;R$ 973,40;R$ 2.630,06;;;;
9;420;10/04/2021;R$ 2.552,54;R$ 144.284,07;;;;
9;430;10/04/2021;R$ 0;R$ 0,00;;;;
9;433;10/04/2021;R$ 25.890,21;R$ 116.456,85;;;;
9;440;10/04/2021;R$ 2.182,81;R$ 11.661,34;;;;
9;441;10/04/2021;R$ 235,20;R$ 28.569,20;;;;
10;428;10/04/2021;R$ 5.617,12;R$ 40.139,20;;;;
10;430;10/04/2021;R$ 0;R$ 0,00;;;;
10;442;10/04/2021;R$ 0;R$ 49,50;;;;
11;431;10/04/2021;R$ 3.568,81;R$ 117.818,68;;;;
12;411;10/04/2021;R$ 21.918,23;R$ 232.381,10;;;;
12;425;10/04/2021;R$ 1.709,77;R$ 43.450,91;;;;
12;426;10/04/2021;R$ 1.203,31;R$ 25.086,99;;;;
12;434;10/04/2021;R$ 1.940,36;R$ 6.825,41;;;;
12;435;10/04/2021;R$ 34.449,03;R$ 138.531,96;;;;
14;411;10/04/2021;R$ 43.927,11;R$ 249.320,00;;;;
14;424;10/04/2021;R$ 5.028,97;R$ 114.605,01;;;;
14;428;10/04/2021;R$ 4.130,77;R$ 18.449,70;;;;
14;441;10/04/2021;R$ 378,96;R$ 28.026,82;;;;
15;432;10/04/2021;R$ 765,87;R$ 899,40;;;;
15;433;10/04/2021;R$ 28.955,26;R$ 146.370,94;;;;
15;445;10/04/2021;R$ 404,09;R$ 15.104,47;;;;
16;414;10/04/2021;R$ 7.163,12;R$ 150.910,78;;;;
16;415;10/04/2021;R$ 2.860,44;R$ 95.974,99;;;;
16;434;10/04/2021;R$ 3.477,47;R$ 9.325,39;;;;
16;444;10/04/2021;R$ 436,49;R$ 2.431,26;;;;
17;420;10/04/2021;R$ 5.491,18;R$ 118.104,56;;;;
17;431;10/04/2021;R$ 3.072,04;R$ 98.375,84;;;;
17;436;10/04/2021;R$ 31.362,12;R$ 420.258,50;;;;
17;442;10/04/2021;R$ 0;R$ 0,00;;;;
17;444;10/04/2021;R$ 404,88;R$ 1.828,74;;;;
18;433;10/04/2021;R$ 17.769,05;R$ 101.423,03;;;;
1;415;11/04/2021;R$ 0;R$ 108.815,21;;;;
1;431;11/04/2021;R$ 0;R$ 115.221,74;;;;
1;440;11/04/2021;R$ 0;R$ 15.715,27;;;;
2;421;11/04/2021;R$ 0;R$ 466.567,98;;;;
2;426;11/04/2021;R$ 0;R$ 13.849,79;;;;
2;428;11/04/2021;R$ 0;R$ 58.031,65;;;;
2;430;11/04/2021;R$ 0;R$ 0,00;;;;
2;431;11/04/2021;R$ 0;R$ 98.431,44;;;;
2;434;11/04/2021;R$ 0;R$ 6.269,02;;;;
2;440;11/04/2021;R$ 0;R$ 13.523,02;;;;
2;443;11/04/2021;R$ 0;R$ 64.367,96;;;;
3;414;11/04/2021;R$ 0;R$ 187.292,27;;;;
3;435;11/04/2021;R$ 0;R$ 170.966,89;;;;
4;414;11/04/2021;R$ 0;R$ 128.197,41;;;;
4;423;11/04/2021;R$ 0;R$ 120.096,85;;;;
4;424;11/04/2021;R$ 0;R$ 105.685,66;;;;
4;427;11/04/2021;R$ 0;R$ 18.700,70;;;;
4;432;11/04/2021;R$ 0;R$ 1.738,26;;;;
4;434;11/04/2021;R$ 0;R$ 8.366,26;;;;
4;441;11/04/2021;R$ 0;R$ 28.248,09;;;;
7;427;11/04/2021;R$ 0;R$ 14.164,09;;;;
7;436;11/04/2021;R$ 0;R$ 478.962,98;;;;
7;444;11/04/2021;R$ 0;R$ 2.218,19;;;;
8;414;11/04/2021;R$ 715,05;R$ 147.849,57;;;;
8;441;11/04/2021;R$ 5,56;R$ 22.545,33;;;;
9;411;11/04/2021;R$ 0;R$ 341.698,11;;;;
9;414;11/04/2021;R$ 0;R$ 148.538,89;;;;
9;415;11/04/2021;R$ 0;R$ 102.366,03;;;;
9;421;11/04/2021;R$ 0;R$ 554.457,60;;;;
9;442;11/04/2021;R$ 0;R$ 0,00;;;;
9;445;11/04/2021;R$ 0;R$ 24.453,25;;;;
11;413;11/04/2021;R$ 0;R$ 363.332,30;;;;
11;414;11/04/2021;R$ 0;R$ 142.650,57;;;;
11;427;11/04/2021;R$ 0;R$ 14.795,59;;;;
11;431;11/04/2021;R$ 0;R$ 117.202,46;;;;
12;427;11/04/2021;R$ 0;R$ 11.148,24;;;;
12;435;11/04/2021;R$ 0;R$ 138.531,96;;;;
14;426;11/04/2021;R$ 0;R$ 32.696,99;;;;
14;436;11/04/2021;R$ 0;R$ 431.679,12;;;;
14;444;11/04/2021;R$ 0;R$ 2.348,81;;;;
15;420;11/04/2021;R$ 0;R$ 195.005,39;;;;
15;421;11/04/2021;R$ 0;R$ 577.671,26;;;;
15;422;11/04/2021;R$ 0;R$ 7.178,30;;;;
15;444;11/04/2021;R$ 0;R$ 3.061,48;;;;
15;445;11/04/2021;R$ 0;R$ 15.104,47;;;;
16;414;11/04/2021;R$ 605,11;R$ 150.305,73;;;;
16;421;11/04/2021;R$ 179,29;R$ 475.594,63;;;;
16;423;11/04/2021;R$ 66,41;R$ 124.767,52;;;;
16;425;11/04/2021;R$ 60,65;R$ 62.929,63;;;;
16;432;11/04/2021;R$ 0,98;R$ 5.867,69;;;;
