FILIAL;SECAO;DATA;TOTAL 
10;413;01/04/2021;R$67208,3;
10;423;01/04/2021;R$23843,08;
10;431;01/04/2021;R$21599,66;
10;444;01/04/2021;R$1153,78;
10;445;01/04/2021;R$1135,37;
11;420;01/04/2021;R$3057,41;
11;423;01/04/2021;R$24841,74;
11;432;01/04/2021;R$670,99;
11;443;01/04/2021;R$3669,85;
12;414;01/04/2021;R$11143,03;
12;422;01/04/2021;R$123,54;
12;431;01/04/2021;R$10353,18;
14;421;01/04/2021;R$24540,36;
14;433;01/04/2021;R$52397,91;
14;445;01/04/2021;R$1063,81;
15;412;01/04/2021;R$7673,96;
15;414;01/04/2021;R$13271,52;
15;423;01/04/2021;R$29894,85;
16;422;01/04/2021;R$590,54;
17;416;01/04/2021;R$8218,38;
17;436;01/04/2021;R$60814,72;
18;413;01/04/2021;R$48494,83;
18;414;01/04/2021;R$13274,06;
18;440;01/04/2021;R$4207,76;
18;445;01/04/2021;R$775,75;
1;411;02/04/2021;R$30079,01;
1;413;02/04/2021;R$34594,32;
1;414;02/04/2021;R$12208,17;
1;416;02/04/2021;R$5853,38;
1;423;02/04/2021;R$14939,56;
1;430;02/04/2021;R$0;
2;413;02/04/2021;R$26020,77;
2;420;02/04/2021;R$3072,44;
2;426;02/04/2021;R$2004,11;
2;428;02/04/2021;R$8186,95;
3;423;02/04/2021;R$21342,37;
3;428;02/04/2021;R$16034,21;
3;432;02/04/2021;R$65,9;
3;436;02/04/2021;R$68647,82;
3;441;02/04/2021;R$409,93;
4;413;02/04/2021;R$25267,46;
4;414;02/04/2021;R$6494,58;
4;425;02/04/2021;R$2373,22;
4;427;02/04/2021;R$391,99;
7;415;02/04/2021;R$3481,78;
8;436;02/04/2021;R$52217,94;
9;426;02/04/2021;R$1519,81;
9;434;02/04/2021;R$8106,27;
10;423;02/04/2021;R$17399,7;
10;441;02/04/2021;R$776,33;
10;442;02/04/2021;R$0;
11;420;02/04/2021;R$2738,73;
11;431;02/04/2021;R$5061,48;
11;440;02/04/2021;R$2873,35;
11;443;02/04/2021;R$2466,78;
12;415;02/04/2021;R$2952,87;
12;420;02/04/2021;R$3445,85;
12;432;02/04/2021;R$60,31;
12;441;02/04/2021;R$337,32;
12;444;02/04/2021;R$762,3;
14;411;02/04/2021;R$33670,48;
14;426;02/04/2021;R$2498,33;
14;428;02/04/2021;R$11858,34;
14;432;02/04/2021;R$16,8;
15;415;02/04/2021;R$2437,66;
15;422;02/04/2021;R$204,66;
15;424;02/04/2021;R$4661,73;
15;426;02/04/2021;R$1550,23;
15;443;02/04/2021;R$2338,22;
16;421;02/04/2021;R$20378,6;
16;443;02/04/2021;R$2794,85;
17;423;02/04/2021;R$12051,36;
18;416;02/04/2021;R$4690,14;
18;423;02/04/2021;R$9752,43;
18;434;02/04/2021;R$8681,98;
18;440;02/04/2021;R$2471,22;
1;413;03/04/2021;R$45331,45;
1;415;03/04/2021;R$5264,97;
1;441;03/04/2021;R$1138,99;
1;444;03/04/2021;R$1351,91;
2;432;03/04/2021;R$2,78;
3;417;03/04/2021;R$0;
3;441;03/04/2021;R$823,31;
3;444;03/04/2021;R$2217,32;
4;423;03/04/2021;R$19721,55;
4;425;03/04/2021;R$2678,89;
4;426;03/04/2021;R$2773,93;
4;443;03/04/2021;R$3656,57;
4;445;03/04/2021;R$1285,21;
7;427;03/04/2021;R$1497,3;
8;412;03/04/2021;R$9736,59;
8;415;03/04/2021;R$7425,5;
8;430;03/04/2021;R$0;
9;430;03/04/2021;R$0;
9;435;03/04/2021;R$43297,85;
9;440;03/04/2021;R$2573,44;
10;426;03/04/2021;R$4733,02;
10;427;03/04/2021;R$730,67;
10;430;03/04/2021;R$0;
10;433;03/04/2021;R$40394,14;
11;414;03/04/2021;R$14425,11;
11;420;03/04/2021;R$3813,82;
11;426;03/04/2021;R$3277,37;
11;432;03/04/2021;R$571,71;
11;444;03/04/2021;R$614,13;
12;411;03/04/2021;R$30671,43;
12;415;03/04/2021;R$4406,27;
12;427;03/04/2021;R$647,4;
12;431;03/04/2021;R$5481,54;
12;434;03/04/2021;R$12722,22;
14;412;03/04/2021;R$9074,68;
14;413;03/04/2021;R$49944,33;
14;415;03/04/2021;R$5695,29;
14;440;03/04/2021;R$7535,13;
14;444;03/04/2021;R$2246,79;
15;411;03/04/2021;R$30059,37;
15;414;03/04/2021;R$9788,27;
15;424;03/04/2021;R$7600,39;
15;425;03/04/2021;R$4442,14;
15;427;03/04/2021;R$939,35;
15;432;03/04/2021;R$777,81;
16;425;03/04/2021;R$5795,11;
17;411;03/04/2021;R$31158,67;
17;412;03/04/2021;R$6505,64;
17;414;03/04/2021;R$11735,91;
17;426;03/04/2021;R$3611,01;
17;430;03/04/2021;R$0;
17;444;03/04/2021;R$1138,01;
18;415;03/04/2021;R$4869,19;
18;425;03/04/2021;R$3392,57;
18;436;03/04/2021;R$45310,6;
18;444;03/04/2021;R$946,24;
1;440;04/04/2021;R$0;
2;412;04/04/2021;R$0;
2;421;04/04/2021;R$0;
2;433;04/04/2021;R$0;
2;436;04/04/2021;R$0;
2;445;04/04/2021;R$0;
3;415;04/04/2021;R$0;
3;420;04/04/2021;R$0;
3;425;04/04/2021;R$0;
3;427;04/04/2021;R$0;
3;440;04/04/2021;R$0;
4;411;04/04/2021;R$0;
4;424;04/04/2021;R$0;
4;436;04/04/2021;R$0;
4;442;04/04/2021;R$0;
4;443;04/04/2021;R$0;
4;445;04/04/2021;R$0;
7;413;04/04/2021;R$0;
7;428;04/04/2021;R$0;
7;440;04/04/2021;R$0;
7;441;04/04/2021;R$0;
8;412;04/04/2021;R$0;
8;421;04/04/2021;R$0;
8;422;04/04/2021;R$0;
8;433;04/04/2021;R$0;
8;440;04/04/2021;R$0;
8;441;04/04/2021;R$0;
9;432;04/04/2021;R$0;
9;433;04/04/2021;R$0;
9;445;04/04/2021;R$0;
10;428;04/04/2021;R$0;
10;434;04/04/2021;R$0;
11;413;04/04/2021;R$0;
11;423;04/04/2021;R$0;
11;425;04/04/2021;R$0;
11;432;04/04/2021;R$0;
12;427;04/04/2021;R$0;
12;430;04/04/2021;R$0;
12;434;04/04/2021;R$0;
12;441;04/04/2021;R$0;
14;423;04/04/2021;R$0;
14;431;04/04/2021;R$0;
15;412;04/04/2021;R$0;
15;413;04/04/2021;R$0;
15;420;04/04/2021;R$0;
16;416;04/04/2021;R$0;
16;420;04/04/2021;R$0;
17;414;04/04/2021;R$0;
17;427;04/04/2021;R$0;
17;435;04/04/2021;R$0;
17;436;04/04/2021;R$0;
17;443;04/04/2021;R$0;
18;428;04/04/2021;R$0;
18;433;04/04/2021;R$0;
1;413;05/04/2021;R$15786,82;
1;416;05/04/2021;R$8839,83;
1;424;05/04/2021;R$4454,85;
1;441;05/04/2021;R$705,88;
1;442;05/04/2021;R$0;
2;413;05/04/2021;R$13417,77;
2;415;05/04/2021;R$3660,37;
2;428;05/04/2021;R$6611,46;
2;435;05/04/2021;R$18347,56;
2;441;05/04/2021;R$793,53;
3;411;05/04/2021;R$17400,69;
3;413;05/04/2021;R$21404,77;
3;415;05/04/2021;R$4598,53;
3;421;05/04/2021;R$9647,61;
3;422;05/04/2021;R$39,8;
3;426;05/04/2021;R$2615,62;
4;441;05/04/2021;R$385,78;
7;424;05/04/2021;R$3883,12;
7;433;05/04/2021;R$23414,1;
7;444;05/04/2021;R$160,77;
8;423;05/04/2021;R$4924,72;
9;422;05/04/2021;R$41,87;
9;431;05/04/2021;R$2693,69;
9;445;05/04/2021;R$685,8;
10;411;05/04/2021;R$10912,37;
10;426;05/04/2021;R$1374,42;
10;430;05/04/2021;R$0;
10;442;05/04/2021;R$0;
10;445;05/04/2021;R$595,33;
11;427;05/04/2021;R$129,76;
11;435;05/04/2021;R$16175,09;
11;443;05/04/2021;R$2579,8;
12;415;05/04/2021;R$2264,39;
12;422;05/04/2021;R$28,48;
12;424;05/04/2021;R$2762,28;
12;428;05/04/2021;R$4488,94;
12;443;05/04/2021;R$1543,16;
12;445;05/04/2021;R$442,57;
14;413;05/04/2021;R$11607,9;
14;431;05/04/2021;R$1957,71;
14;440;05/04/2021;R$1476,92;
15;412;05/04/2021;R$8304,18;
15;413;05/04/2021;R$15867,22;
15;426;05/04/2021;R$1684,43;
15;427;05/04/2021;R$482,31;
15;435;05/04/2021;R$22440,4;
16;412;05/04/2021;R$5676,95;
16;426;05/04/2021;R$1955,84;
17;412;05/04/2021;R$5534,96;
17;415;05/04/2021;R$2836,54;
17;422;05/04/2021;R$301,35;
17;426;05/04/2021;R$1426,75;
18;440;05/04/2021;R$927,73;
1;435;06/04/2021;R$20795,54;
1;441;06/04/2021;R$614,48;
2;423;06/04/2021;R$2816,37;
2;425;06/04/2021;R$1723,28;
3;412;06/04/2021;R$7562,75;
3;421;06/04/2021;R$14850,8;
3;425;06/04/2021;R$2423,31;
3;431;06/04/2021;R$5775,48;
4;427;06/04/2021;R$274,5;
4;428;06/04/2021;R$8316,18;
4;444;06/04/2021;R$16,99;
7;411;06/04/2021;R$15835,87;
7;412;06/04/2021;R$6155,39;
7;415;06/04/2021;R$3328,39;
7;421;06/04/2021;R$6272,27;
7;434;06/04/2021;R$7555,87;
7;435;06/04/2021;R$19355,68;
8;411;06/04/2021;R$19032,73;
9;412;06/04/2021;R$5262,97;
9;424;06/04/2021;R$3993,06;
9;443;06/04/2021;R$4149,69;
11;416;06/04/2021;R$6745,9;
11;422;06/04/2021;R$164,3;
11;426;06/04/2021;R$2036,47;
11;434;06/04/2021;R$6976,55;
11;436;06/04/2021;R$34235,18;
11;440;06/04/2021;R$1455,16;
11;441;06/04/2021;R$547,07;
12;411;06/04/2021;R$7016,82;
12;425;06/04/2021;R$750,23;
12;430;06/04/2021;R$0;
14;411;06/04/2021;R$12235,52;
14;417;06/04/2021;R$0;
14;444;06/04/2021;R$132,3;
15;422;06/04/2021;R$19,98;
15;441;06/04/2021;R$382,83;
17;414;06/04/2021;R$6668,98;
17;415;06/04/2021;R$3046,04;
17;421;06/04/2021;R$6966,7;
17;425;06/04/2021;R$1512,34;
17;436;06/04/2021;R$28049,23;
17;445;06/04/2021;R$490,92;
18;413;06/04/2021;R$10278,14;
18;420;06/04/2021;R$579;
18;422;06/04/2021;R$9,98;
18;432;06/04/2021;R$136,18;
18;436;06/04/2021;R$24361,29;
1;427;07/04/2021;R$33,98;
1;435;07/04/2021;R$22482,02;
2;412;07/04/2021;R$4810,4;
2;413;07/04/2021;R$14595,77;
2;421;07/04/2021;R$11689,61;
2;423;07/04/2021;R$2881,68;
2;426;07/04/2021;R$2040,2;
3;427;07/04/2021;R$311,62;
3;434;07/04/2021;R$15320,76;
4;414;07/04/2021;R$7133,28;
4;421;07/04/2021;R$5298,6;
6;411;07/04/2021;R$0;
7;411;07/04/2021;R$15680,69;
7;428;07/04/2021;R$6450,56;
7;430;07/04/2021;R$0;
8;417;07/04/2021;R$0;
8;423;07/04/2021;R$4435,53;
8;424;07/04/2021;R$6370,7;
8;428;07/04/2021;R$8483,79;
8;435;07/04/2021;R$27689,67;
8;440;07/04/2021;R$2578,15;
8;441;07/04/2021;R$432,19;
8;444;07/04/2021;R$180,57;
9;425;07/04/2021;R$1469,62;
9;426;07/04/2021;R$1832,76;
9;435;07/04/2021;R$19152,04;
9;444;07/04/2021;R$197,55;
10;416;07/04/2021;R$6782,83;
10;422;07/04/2021;R$98,86;
10;430;07/04/2021;R$0;
10;445;07/04/2021;R$752,72;
11;416;07/04/2021;R$6434,99;
11;420;07/04/2021;R$1865,06;
11;440;07/04/2021;R$2099,45;
12;426;07/04/2021;R$1060,49;
12;434;07/04/2021;R$3942,57;
12;444;07/04/2021;R$157,12;
14;428;07/04/2021;R$7027,27;
15;411;07/04/2021;R$16465,83;
15;414;07/04/2021;R$7360,06;
15;417;07/04/2021;R$0;
15;425;07/04/2021;R$2647,2;
15;426;07/04/2021;R$1937,27;
15;434;07/04/2021;R$7813,55;
15;443;07/04/2021;R$3720,31;
16;433;07/04/2021;R$29126,58;
17;424;07/04/2021;R$4097,12;
17;426;07/04/2021;R$1675,34;
17;430;07/04/2021;R$0;
18;415;07/04/2021;R$2423,58;
18;416;07/04/2021;R$5357,06;
18;427;07/04/2021;R$198,68;
1;411;08/04/2021;R$20589,89;
1;412;08/04/2021;R$6571,21;
1;423;08/04/2021;R$4308,59;
1;431;08/04/2021;R$4707,1;
1;433;08/04/2021;R$33663,59;
1;435;08/04/2021;R$22840,73;
1;441;08/04/2021;R$813,22;
2;423;08/04/2021;R$3647;
2;434;08/04/2021;R$6826,45;
2;436;08/04/2021;R$31711,58;
3;415;08/04/2021;R$4788,33;
3;432;08/04/2021;R$68,3;
3;435;08/04/2021;R$35850,4;
3;440;08/04/2021;R$4845,91;
3;442;08/04/2021;R$0;
4;435;08/04/2021;R$15785,89;
4;436;08/04/2021;R$27274,7;
7;415;08/04/2021;R$2858,53;
7;422;08/04/2021;R$124,27;
7;423;08/04/2021;R$2812,16;
7;424;08/04/2021;R$4142,35;
7;440;08/04/2021;R$2431,31;
8;430;08/04/2021;R$0;
9;411;08/04/2021;R$20254,27;
9;443;08/04/2021;R$4471,43;
10;420;08/04/2021;R$2456,58;
10;436;08/04/2021;R$29304,67;
11;411;08/04/2021;R$15712,66;
11;412;08/04/2021;R$5452,12;
11;423;08/04/2021;R$3457,59;
11;425;08/04/2021;R$884,7;
11;430;08/04/2021;R$0;
11;444;08/04/2021;R$317,05;
12;415;08/04/2021;R$1736,46;
12;416;08/04/2021;R$3840,03;
12;421;08/04/2021;R$5592,4;
12;424;08/04/2021;R$2908,96;
14;414;08/04/2021;R$5888,94;
14;415;08/04/2021;R$3178,09;
14;420;08/04/2021;R$2117,99;
14;423;08/04/2021;R$3695,62;
14;424;08/04/2021;R$3307,53;
14;440;08/04/2021;R$1868,96;
15;411;08/04/2021;R$16825,68;
15;422;08/04/2021;R$130,97;
15;426;08/04/2021;R$1648,3;
16;433;08/04/2021;R$29990,05;
17;412;08/04/2021;R$3884,59;
17;415;08/04/2021;R$3084,34;
17;423;08/04/2021;R$2450,13;
17;428;08/04/2021;R$7825,69;
17;431;08/04/2021;R$2820,8;
17;436;08/04/2021;R$28471,84;
17;440;08/04/2021;R$2254,31;
18;411;08/04/2021;R$12079,42;
18;422;08/04/2021;R$75,36;
1;424;09/04/2021;R$6962,61;
1;428;09/04/2021;R$10691,65;
2;416;09/04/2021;R$8509,37;
2;424;09/04/2021;R$5860;
2;425;09/04/2021;R$1712,38;
2;432;09/04/2021;R$79,84;
2;440;09/04/2021;R$2640,88;
2;443;09/04/2021;R$3497,12;
3;411;09/04/2021;R$49661,78;
3;414;09/04/2021;R$15470,86;
3;436;09/04/2021;R$69266,52;
3;443;09/04/2021;R$4460,52;
4;411;09/04/2021;R$24591,2;
4;431;09/04/2021;R$3753,73;
7;414;09/04/2021;R$12106,94;
7;428;09/04/2021;R$7507,48;
7;440;09/04/2021;R$3693,08;
7;442;09/04/2021;R$0;
8;416;09/04/2021;R$11641,77;
8;424;09/04/2021;R$9203,27;
8;427;09/04/2021;R$776,61;
8;428;09/04/2021;R$10733,89;
8;430;09/04/2021;R$0;
8;443;09/04/2021;R$5749,44;
9;422;09/04/2021;R$95,61;
9;435;09/04/2021;R$38369,52;
10;426;09/04/2021;R$2850,73;
10;431;09/04/2021;R$5251,06;
11;411;09/04/2021;R$28119,23;
11;413;09/04/2021;R$18671,08;
11;415;09/04/2021;R$2916,72;
12;413;09/04/2021;R$12843;
14;415;09/04/2021;R$3293,49;
14;417;09/04/2021;R$0;
14;427;09/04/2021;R$311,43;
14;431;09/04/2021;R$4699,75;
14;433;09/04/2021;R$26403,42;
14;436;09/04/2021;R$38948,88;
15;413;09/04/2021;R$20640,93;
15;421;09/04/2021;R$22413,72;
15;427;09/04/2021;R$1410,54;
15;440;09/04/2021;R$3891,55;
16;412;09/04/2021;R$5959,74;
17;420;09/04/2021;R$3490,95;
17;425;09/04/2021;R$1736,79;
17;426;09/04/2021;R$2515,75;
17;433;09/04/2021;R$26495,65;
17;440;09/04/2021;R$2695,04;
18;434;09/04/2021;R$6472,62;
1;436;10/04/2021;R$58774,04;
1;440;10/04/2021;R$4195,28;
1;443;10/04/2021;R$5114,07;
2;412;10/04/2021;R$7209,34;
2;413;10/04/2021;R$21304,67;
2;436;10/04/2021;R$46414,62;
2;444;10/04/2021;R$1448,91;
4;411;10/04/2021;R$34514,48;
4;421;10/04/2021;R$11646,68;
4;423;10/04/2021;R$2435,44;
4;445;10/04/2021;R$942,49;
7;416;10/04/2021;R$10925,24;
7;434;10/04/2021;R$14356,94;
7;436;10/04/2021;R$65166,45;
8;441;10/04/2021;R$541,69;
9;411;10/04/2021;R$35420,61;
9;416;10/04/2021;R$9286,17;
9;421;10/04/2021;R$20174,46;
9;430;10/04/2021;R$0;
9;432;10/04/2021;R$0;
10;412;10/04/2021;R$7853,73;
10;416;10/04/2021;R$12225,2;
10;426;10/04/2021;R$4210,29;
10;442;10/04/2021;R$0;
11;423;10/04/2021;R$5499,35;
11;428;10/04/2021;R$10618,9;
12;425;10/04/2021;R$2942,54;
12;426;10/04/2021;R$1815,2;
12;428;10/04/2021;R$7446,27;
12;430;10/04/2021;R$0;
12;436;10/04/2021;R$39674,01;
12;441;10/04/2021;R$578,73;
12;445;10/04/2021;R$644,29;
14;413;10/04/2021;R$28187,63;
14;417;10/04/2021;R$0;
14;430;10/04/2021;R$0;
14;434;10/04/2021;R$14055,11;
14;441;10/04/2021;R$849,16;
15;413;10/04/2021;R$29171,49;
15;423;10/04/2021;R$5063,39;
15;441;10/04/2021;R$655,65;
16;417;10/04/2021;R$0;
16;421;10/04/2021;R$23518,16;
16;426;10/04/2021;R$3140,44;
16;432;10/04/2021;R$1151,07;
16;433;10/04/2021;R$44578,85;
17;414;10/04/2021;R$11299,6;
17;422;10/04/2021;R$605,09;
18;416;10/04/2021;R$7635,22;
18;431;10/04/2021;R$4350,22;
1;414;11/04/2021;R$0;
1;416;11/04/2021;R$0;
1;423;11/04/2021;R$0;
1;430;11/04/2021;R$0;
2;420;11/04/2021;R$0;
2;424;11/04/2021;R$0;
2;426;11/04/2021;R$0;
2;433;11/04/2021;R$0;
2;436;11/04/2021;R$0;
3;412;11/04/2021;R$0;
3;421;11/04/2021;R$0;
3;440;11/04/2021;R$0;
4;441;11/04/2021;R$0;
6;421;11/04/2021;R$0;
7;411;11/04/2021;R$0;
7;420;11/04/2021;R$0;
7;431;11/04/2021;R$0;
7;432;11/04/2021;R$0;
7;444;11/04/2021;R$0;
8;425;11/04/2021;R$353,39;
9;426;11/04/2021;R$0;
9;431;11/04/2021;R$0;
10;420;11/04/2021;R$0;
10;426;11/04/2021;R$0;
10;441;11/04/2021;R$0;
11;412;11/04/2021;R$0;
11;424;11/04/2021;R$0;
12;423;11/04/2021;R$15,77;
12;425;11/04/2021;R$0;
14;428;11/04/2021;R$0;
14;436;11/04/2021;R$0;
15;413;11/04/2021;R$0;
15;414;11/04/2021;R$0;
15;427;11/04/2021;R$0;
16;411;11/04/2021;R$2136,74;
16;427;11/04/2021;R$0;
16;436;11/04/2021;R$6238,65;
16;441;11/04/2021;R$66,83;
17;414;11/04/2021;R$3,99;
17;440;11/04/2021;R$0;
18;414;11/04/2021;R$0;
18;423;11/04/2021;R$0;
18;441;11/04/2021;R$0;
1;413;12/04/2021;R$19461,49;
1;420;12/04/2021;R$1428,39;
1;425;12/04/2021;R$1859,48;
1;428;12/04/2021;R$9298,22;
1;430;12/04/2021;R$0;
1;434;12/04/2021;R$9942,98;
2;414;12/04/2021;R$9693,83;
2;427;12/04/2021;R$382,52;
3;415;12/04/2021;R$5892,59;
3;417;12/04/2021;R$0;
3;424;12/04/2021;R$5515,15;
3;427;12/04/2021;R$300,46;
4;420;12/04/2021;R$682,64;
4;421;12/04/2021;R$3209,13;
4;425;12/04/2021;R$1122,42;
4;427;12/04/2021;R$54,9;
4;428;12/04/2021;R$7383,78;
4;435;12/04/2021;R$16160,42;
4;444;12/04/2021;R$57,5;
4;445;12/04/2021;R$761;
6;421;12/04/2021;R$25151,66;
7;430;12/04/2021;R$0;
8;416;12/04/2021;R$11332,14;
8;436;12/04/2021;R$54521,88;
8;443;12/04/2021;R$6395,88;
9;431;12/04/2021;R$3045,44;
9;436;12/04/2021;R$40710,31;
11;432;12/04/2021;R$619,32;
11;444;12/04/2021;R$97,41;
12;414;12/04/2021;R$5293,37;
12;426;12/04/2021;R$925,54;
12;428;12/04/2021;R$6119,61;
12;433;12/04/2021;R$17523,65;
12;443;12/04/2021;R$1970,5;
14;413;12/04/2021;R$14251,86;
14;436;12/04/2021;R$33478,97;
15;413;12/04/2021;R$18903,06;
15;423;12/04/2021;R$4175,05;
15;426;12/04/2021;R$1800,28;
15;427;12/04/2021;R$538,06;
15;441;12/04/2021;R$486,65;
16;428;12/04/2021;R$9436,44;
17;413;12/04/2021;R$12086,62;
17;420;12/04/2021;R$1923,89;
17;433;12/04/2021;R$31754,61;
17;435;12/04/2021;R$19669,76;
17;440;12/04/2021;R$2071,76;
17;441;12/04/2021;R$539,52;
18;413;12/04/2021;R$10767,53;
18;416;12/04/2021;R$7076,98;
18;436;12/04/2021;R$27811,96;
1;414;13/04/2021;R$11019,72;
1;416;13/04/2021;R$10897,63;
1;434;13/04/2021;R$10269,08;
1;442;13/04/2021;R$0;
2;420;13/04/2021;R$970,03;
2;422;13/04/2021;R$95,53;
2;445;13/04/2021;R$720,51;
3;416;13/04/2021;R$10155,28;
3;417;13/04/2021;R$0;
3;420;13/04/2021;R$3078,65;
3;421;13/04/2021;R$13278,52;
3;431;13/04/2021;R$6074,89;
3;435;13/04/2021;R$29928,95;
3;436;13/04/2021;R$55475,58;
7;411;13/04/2021;R$14432,11;
7;423;13/04/2021;R$2573,43;
7;426;13/04/2021;R$1593,27;
7;435;13/04/2021;R$19903,32;
7;443;13/04/2021;R$2824,45;
8;421;13/04/2021;R$13009,1;
8;423;13/04/2021;R$4017,8;
8;427;13/04/2021;R$256,56;
8;441;13/04/2021;R$702,37;
9;420;13/04/2021;R$1774,04;
9;425;13/04/2021;R$2311,73;
9;430;13/04/2021;R$0;
9;441;13/04/2021;R$324,73;
9;443;13/04/2021;R$4739,39;
9;444;13/04/2021;R$114,31;
10;414;13/04/2021;R$8136,26;
10;421;13/04/2021;R$8056,86;
10;422;13/04/2021;R$48,96;
11;411;13/04/2021;R$16099,17;
11;413;13/04/2021;R$15106,26;
11;414;13/04/2021;R$7605,63;
11;416;13/04/2021;R$6025,47;
11;432;13/04/2021;R$668,35;
11;435;13/04/2021;R$16188,31;
11;443;13/04/2021;R$2664,78;
12;415;13/04/2021;R$2695,06;
12;433;13/04/2021;R$14143,88;
12;434;13/04/2021;R$3852,06;
12;441;13/04/2021;R$264,77;
14;413;13/04/2021;R$14030,92;
14;421;13/04/2021;R$7682;
14;422;13/04/2021;R$133,97;
14;440;13/04/2021;R$1924,37;
14;445;13/04/2021;R$661,66;
15;415;13/04/2021;R$4420,62;
15;417;13/04/2021;R$0;
15;432;13/04/2021;R$1282,37;
15;442;13/04/2021;R$0;
16;413;13/04/2021;R$16744,94;
16;436;13/04/2021;R$37138,77;
16;440;13/04/2021;R$2469,77;
17;413;13/04/2021;R$13180,68;
17;416;13/04/2021;R$7208,57;
17;425;13/04/2021;R$1938,92;
17;434;13/04/2021;R$6523,09;
17;440;13/04/2021;R$2569,37;
1;412;14/04/2021;R$6987,46;
1;422;14/04/2021;R$45,88;
1;428;14/04/2021;R$8296,03;
1;441;14/04/2021;R$513,08;
2;420;14/04/2021;R$2599,05;
3;416;14/04/2021;R$9983,41;
3;441;14/04/2021;R$373,9;
3;444;14/04/2021;R$171,9;
4;412;14/04/2021;R$3701,88;
4;421;14/04/2021;R$7616,32;
4;441;14/04/2021;R$345,73;
7;411;14/04/2021;R$16689,65;
7;412;14/04/2021;R$4191,25;
7;433;14/04/2021;R$22084,33;
7;443;14/04/2021;R$3495,37;
8;414;14/04/2021;R$11609,28;
8;415;14/04/2021;R$4941,31;
8;420;14/04/2021;R$2118,47;
8;424;14/04/2021;R$7328,45;
8;428;14/04/2021;R$7676,54;
8;431;14/04/2021;R$3848,37;
8;443;14/04/2021;R$5356,05;
9;421;14/04/2021;R$14778,02;
9;431;14/04/2021;R$3502,51;
10;414;14/04/2021;R$7593,32;
10;427;14/04/2021;R$471,24;
10;443;14/04/2021;R$2910,25;
11;416;14/04/2021;R$7448,16;
11;445;14/04/2021;R$497,52;
12;412;14/04/2021;R$2761,41;
12;413;14/04/2021;R$9339,11;
12;414;14/04/2021;R$3706,7;
12;420;14/04/2021;R$728,99;
12;433;14/04/2021;R$13442;
12;444;14/04/2021;R$135,77;
14;417;14/04/2021;R$0;
14;421;14/04/2021;R$9875,4;
14;430;14/04/2021;R$0;
15;434;14/04/2021;R$7368,83;
16;423;14/04/2021;R$4046,47;
16;440;14/04/2021;R$2991,48;
17;416;14/04/2021;R$5723,39;
17;428;14/04/2021;R$9406,25;
17;441;14/04/2021;R$667,9;
17;443;14/04/2021;R$2969,54;
18;412;14/04/2021;R$3988,07;
18;421;14/04/2021;R$5153,24;
18;424;14/04/2021;R$3852,28;
18;428;14/04/2021;R$10100,65;
1;411;15/04/2021;R$21186,4;
1;412;15/04/2021;R$7061,12;
1;421;15/04/2021;R$15533,22;
2;420;15/04/2021;R$2238,71;
2;426;15/04/2021;R$1527,05;
2;430;15/04/2021;R$0;
3;428;15/04/2021;R$14421,95;
3;433;15/04/2021;R$42421,59;
3;441;15/04/2021;R$476,99;
3;442;15/04/2021;R$0;
3;445;15/04/2021;R$1323,43;
4;412;15/04/2021;R$3706,87;
6;411;15/04/2021;R$0;
6;421;15/04/2021;R$10776,89;
7;427;15/04/2021;R$219,6;
7;436;15/04/2021;R$34945,37;
7;441;15/04/2021;R$632,07;
8;417;15/04/2021;R$0;
8;420;15/04/2021;R$3374,32;
8;422;15/04/2021;R$289,77;
8;440;15/04/2021;R$3608,45;
8;445;15/04/2021;R$816,25;
9;413;15/04/2021;R$19315,46;
9;420;15/04/2021;R$2085,99;
9;424;15/04/2021;R$4355,03;
9;425;15/04/2021;R$1958,8;
9;428;15/04/2021;R$12361,38;
9;431;15/04/2021;R$3416,79;
10;426;15/04/2021;R$1863,47;
10;445;15/04/2021;R$486,84;
11;423;15/04/2021;R$3868,13;
11;432;15/04/2021;R$655,2;
11;440;15/04/2021;R$2760,6;
11;444;15/04/2021;R$84,95;
12;412;15/04/2021;R$2289,59;
12;426;15/04/2021;R$1057,51;
12;432;15/04/2021;R$260,49;
12;434;15/04/2021;R$4540,28;
12;436;15/04/2021;R$19374,47;
12;441;15/04/2021;R$263,04;
14;414;15/04/2021;R$7438,8;
14;415;15/04/2021;R$3262,24;
14;426;15/04/2021;R$2331,37;
14;432;15/04/2021;R$431,57;
15;417;15/04/2021;R$0;
15;440;15/04/2021;R$4817,53;
15;443;15/04/2021;R$3044,73;
16;412;15/04/2021;R$6409,18;
16;416;15/04/2021;R$7731,06;
16;444;15/04/2021;R$186,44;
17;415;15/04/2021;R$4433,03;
17;417;15/04/2021;R$0;
17;431;15/04/2021;R$3973,55;
17;445;15/04/2021;R$367,36;
18;414;15/04/2021;R$5771,13;
18;426;15/04/2021;R$1919,99;
18;443;15/04/2021;R$1951,64;
1;411;16/04/2021;R$32838,21;
1;414;16/04/2021;R$11857,35;
1;420;16/04/2021;R$4823,47;
1;432;16/04/2021;R$769,14;
1;436;16/04/2021;R$45064,27;
1;440;16/04/2021;R$4849,98;
1;442;16/04/2021;R$0;
2;422;16/04/2021;R$215,6;
2;428;16/04/2021;R$9356,56;
2;431;16/04/2021;R$4548,66;
2;440;16/04/2021;R$3128,08;
3;416;16/04/2021;R$10875,66;
