FILIAL;SECAO;DATA;TOTAL 
3;434;16/04/2021;R$19894,47;
3;440;16/04/2021;R$6677,6;
4;411;16/04/2021;R$22853,25;
4;413;16/04/2021;R$17236,92;
4;420;16/04/2021;R$1845,98;
4;442;16/04/2021;R$0;
4;444;16/04/2021;R$280,78;
7;423;16/04/2021;R$3316,05;
7;428;16/04/2021;R$7603,25;
7;433;16/04/2021;R$27087,12;
8;412;16/04/2021;R$8616,2;
8;428;16/04/2021;R$10231,42;
8;430;16/04/2021;R$0;
8;432;16/04/2021;R$17,8;
8;441;16/04/2021;R$603,75;
9;412;16/04/2021;R$5565,73;
9;420;16/04/2021;R$4911,52;
9;427;16/04/2021;R$574;
9;432;16/04/2021;R$0;
9;443;16/04/2021;R$4312,27;
10;431;16/04/2021;R$4329,64;
10;444;16/04/2021;R$720,3;
11;414;16/04/2021;R$9091,45;
11;430;16/04/2021;R$0;
12;414;16/04/2021;R$4867,68;
12;422;16/04/2021;R$273,93;
12;430;16/04/2021;R$0;
12;435;16/04/2021;R$18761,56;
12;436;16/04/2021;R$28802,85;
14;433;16/04/2021;R$27957,99;
14;435;16/04/2021;R$35056,47;
15;411;16/04/2021;R$31493,67;
15;420;16/04/2021;R$7404,86;
15;424;16/04/2021;R$7732,18;
15;435;16/04/2021;R$36561,96;
15;436;16/04/2021;R$51848,21;
16;416;16/04/2021;R$9200,16;
16;420;16/04/2021;R$4123,62;
16;425;16/04/2021;R$2335,2;
16;435;16/04/2021;R$26955,46;
16;445;16/04/2021;R$596,59;
17;416;16/04/2021;R$6466,24;
17;425;16/04/2021;R$1448,23;
17;440;16/04/2021;R$3092,22;
18;411;16/04/2021;R$21772,55;
18;422;16/04/2021;R$186,16;
18;427;16/04/2021;R$314,42;
18;428;16/04/2021;R$10068,32;
1;420;17/04/2021;R$5118,95;
1;423;17/04/2021;R$4959,55;
2;421;17/04/2021;R$19182,39;
2;424;17/04/2021;R$7334,52;
2;425;17/04/2021;R$2449,06;
2;432;17/04/2021;R$6,9;
2;433;17/04/2021;R$30688,69;
2;435;17/04/2021;R$39573,13;
3;427;17/04/2021;R$726,68;
3;443;17/04/2021;R$6282,46;
4;411;17/04/2021;R$29994,8;
4;422;17/04/2021;R$46,86;
4;434;17/04/2021;R$13661,97;
4;442;17/04/2021;R$0;
6;423;17/04/2021;R$0;
7;412;17/04/2021;R$7944,93;
7;415;17/04/2021;R$5636,33;
7;428;17/04/2021;R$9184,38;
7;442;17/04/2021;R$0;
8;411;17/04/2021;R$47037,95;
8;415;17/04/2021;R$7323,96;
8;422;17/04/2021;R$148,69;
8;424;17/04/2021;R$12487,75;
8;431;17/04/2021;R$7843,97;
8;443;17/04/2021;R$6897,99;
9;413;17/04/2021;R$25769,25;
9;414;17/04/2021;R$11301,12;
9;422;17/04/2021;R$101,61;
9;423;17/04/2021;R$4932,72;
9;430;17/04/2021;R$0;
9;432;17/04/2021;R$43,4;
10;420;17/04/2021;R$4820,81;
10;430;17/04/2021;R$0;
10;434;17/04/2021;R$13488,99;
10;442;17/04/2021;R$0;
10;443;17/04/2021;R$5048,4;
11;420;17/04/2021;R$5495,66;
11;430;17/04/2021;R$0;
11;445;17/04/2021;R$1437,49;
12;434;17/04/2021;R$7008,46;
12;444;17/04/2021;R$1142,11;
14;423;17/04/2021;R$6405,12;
15;412;17/04/2021;R$12027,85;
15;426;17/04/2021;R$4823,57;
15;433;17/04/2021;R$50746,41;
15;434;17/04/2021;R$15913,86;
15;436;17/04/2021;R$75244,48;
16;420;17/04/2021;R$7711,96;
16;432;17/04/2021;R$1466,19;
16;443;17/04/2021;R$5607,33;
16;444;17/04/2021;R$1063,91;
17;413;17/04/2021;R$20965,33;
17;417;17/04/2021;R$0;
17;424;17/04/2021;R$7513,78;
17;433;17/04/2021;R$40267,45;
17;434;17/04/2021;R$12000,57;
17;440;17/04/2021;R$4098,15;
17;444;17/04/2021;R$853,69;
18;411;17/04/2021;R$25867,36;
18;416;17/04/2021;R$6314,87;
18;420;17/04/2021;R$4185,23;
18;422;17/04/2021;R$182,41;
18;426;17/04/2021;R$2825,74;
1;441;18/04/2021;R$0;
2;415;18/04/2021;R$0;
2;430;18/04/2021;R$0;
2;443;18/04/2021;R$0;
2;444;18/04/2021;R$0;
3;434;18/04/2021;R$0;
3;440;18/04/2021;R$0;
3;443;18/04/2021;R$0;
4;411;18/04/2021;R$0;
4;420;18/04/2021;R$0;
7;411;18/04/2021;R$0;
7;415;18/04/2021;R$0;
7;420;18/04/2021;R$0;
7;428;18/04/2021;R$0;
7;430;18/04/2021;R$0;
7;433;18/04/2021;R$0;
7;442;18/04/2021;R$0;
7;445;18/04/2021;R$0;
8;414;18/04/2021;R$897,14;
8;433;18/04/2021;R$1598,44;
8;440;18/04/2021;R$0;
9;416;18/04/2021;R$0;
9;427;18/04/2021;R$0;
9;435;18/04/2021;R$0;
10;425;18/04/2021;R$0;
10;440;18/04/2021;R$0;
11;427;18/04/2021;R$0;
11;435;18/04/2021;R$0;
12;425;18/04/2021;R$1772,79;
12;435;18/04/2021;R$17628,92;
14;425;18/04/2021;R$0;
14;431;18/04/2021;R$0;
14;433;18/04/2021;R$0;
15;427;18/04/2021;R$0;
16;412;18/04/2021;R$334,49;
16;413;18/04/2021;R$1551,48;
16;416;18/04/2021;R$383,68;
16;431;18/04/2021;R$73,21;
17;415;18/04/2021;R$0;
17;432;18/04/2021;R$0;
17;433;18/04/2021;R$5,72;
17;444;18/04/2021;R$0;
18;412;18/04/2021;R$0;
18;426;18/04/2021;R$0;
18;434;18/04/2021;R$0;
18;436;18/04/2021;R$0;
18;445;18/04/2021;R$0;
1;423;19/04/2021;R$3740,24;
1;428;19/04/2021;R$8593,88;
1;433;19/04/2021;R$37584,67;
2;411;19/04/2021;R$13963,56;
2;420;19/04/2021;R$363,4;
2;428;19/04/2021;R$6384,9;
2;445;19/04/2021;R$965,83;
3;433;19/04/2021;R$46800,85;
4;416;19/04/2021;R$7662,59;
4;424;19/04/2021;R$3553,14;
4;435;19/04/2021;R$16920,21;
4;444;19/04/2021;R$128,84;
4;445;19/04/2021;R$836,28;
7;416;19/04/2021;R$7905,23;
7;442;19/04/2021;R$0;
7;443;19/04/2021;R$3129,37;
8;417;19/04/2021;R$0;
8;425;19/04/2021;R$2948,17;
8;430;19/04/2021;R$0;
8;433;19/04/2021;R$41740,48;
8;434;19/04/2021;R$10937,3;
8;436;19/04/2021;R$55867,52;
8;444;19/04/2021;R$195,73;
9;413;19/04/2021;R$19963,9;
9;420;19/04/2021;R$1421,59;
9;426;19/04/2021;R$1608,54;
10;416;19/04/2021;R$8305,19;
10;432;19/04/2021;R$380,53;
10;440;19/04/2021;R$1804,08;
10;441;19/04/2021;R$418,83;
11;416;19/04/2021;R$7942,06;
11;424;19/04/2021;R$5012,82;
11;445;19/04/2021;R$629,66;
14;416;19/04/2021;R$5226,57;
14;420;19/04/2021;R$1388,84;
14;421;19/04/2021;R$8328,74;
14;422;19/04/2021;R$55,93;
14;435;19/04/2021;R$17859,14;
15;412;19/04/2021;R$8306,01;
16;413;19/04/2021;R$19305,34;
16;421;19/04/2021;R$8665,09;
16;434;19/04/2021;R$9832,23;
16;440;19/04/2021;R$2351,23;
16;441;19/04/2021;R$445,52;
17;427;19/04/2021;R$416,52;
17;440;19/04/2021;R$1409,65;
18;412;19/04/2021;R$3567,16;
18;426;19/04/2021;R$1546,62;
18;428;19/04/2021;R$7146,29;
18;432;19/04/2021;R$173,29;
1;415;20/04/2021;R$5188,49;
1;422;20/04/2021;R$29,9;
1;423;20/04/2021;R$4481,64;
1;426;20/04/2021;R$2585,32;
1;445;20/04/2021;R$1037,76;
2;428;20/04/2021;R$7266,75;
2;431;20/04/2021;R$4096,58;
2;433;20/04/2021;R$28572,37;
2;444;20/04/2021;R$441,81;
2;445;20/04/2021;R$859,13;
3;412;20/04/2021;R$9400,99;
3;415;20/04/2021;R$6770,25;
3;427;20/04/2021;R$861,46;
3;431;20/04/2021;R$8300,91;
3;441;20/04/2021;R$583,38;
4;424;20/04/2021;R$4417,96;
6;421;20/04/2021;R$12053,31;
7;415;20/04/2021;R$4275,6;
7;420;20/04/2021;R$1705,09;
7;421;20/04/2021;R$14711,07;
7;422;20/04/2021;R$318,88;
7;440;20/04/2021;R$2790,21;
8;426;20/04/2021;R$3112,47;
8;432;20/04/2021;R$88,5;
8;436;20/04/2021;R$58795,02;
8;441;20/04/2021;R$410,08;
9;422;20/04/2021;R$85,58;
9;430;20/04/2021;R$0;
9;433;20/04/2021;R$37903,58;
9;434;20/04/2021;R$9811,96;
9;440;20/04/2021;R$3300,79;
10;417;20/04/2021;R$0;
11;417;20/04/2021;R$0;
11;444;20/04/2021;R$353,52;
12;414;20/04/2021;R$6195,79;
14;421;20/04/2021;R$15858,27;
14;427;20/04/2021;R$798,65;
14;440;20/04/2021;R$2842,14;
15;411;20/04/2021;R$23209,09;
15;421;20/04/2021;R$18077,85;
15;425;20/04/2021;R$2745,78;
16;414;20/04/2021;R$9671,49;
16;423;20/04/2021;R$5124,7;
16;431;20/04/2021;R$5499,44;
16;433;20/04/2021;R$36127,72;
16;440;20/04/2021;R$2527,37;
16;441;20/04/2021;R$518,55;
17;427;20/04/2021;R$231,61;
17;443;20/04/2021;R$3440,13;
18;435;20/04/2021;R$20938,07;
1;434;21/04/2021;R$10632,8;
1;436;21/04/2021;R$35618,16;
2;411;21/04/2021;R$16359,34;
2;426;21/04/2021;R$1871,24;
2;431;21/04/2021;R$2681,17;
2;436;21/04/2021;R$26706,88;
3;423;21/04/2021;R$5345,4;
3;424;21/04/2021;R$7034,04;
3;445;21/04/2021;R$816,54;
4;421;21/04/2021;R$9134,31;
4;423;21/04/2021;R$2020,66;
6;411;21/04/2021;R$0;
6;424;21/04/2021;R$0;
7;413;21/04/2021;R$19623,77;
7;423;21/04/2021;R$2667,13;
8;415;21/04/2021;R$4195,22;
8;435;21/04/2021;R$27546,94;
9;414;21/04/2021;R$8889,68;
9;415;21/04/2021;R$3787,43;
10;434;21/04/2021;R$8716,48;
10;441;21/04/2021;R$494,62;
10;445;21/04/2021;R$944,18;
11;411;21/04/2021;R$16435,38;
11;414;21/04/2021;R$8397,4;
11;415;21/04/2021;R$3045,94;
11;421;21/04/2021;R$9596,7;
11;436;21/04/2021;R$31758,59;
12;423;21/04/2021;R$2765,49;
12;440;21/04/2021;R$1039,37;
14;413;21/04/2021;R$16109,48;
14;426;21/04/2021;R$2010,34;
14;444;21/04/2021;R$861,88;
15;431;21/04/2021;R$6643,37;
15;444;21/04/2021;R$626,79;
16;416;21/04/2021;R$6917,02;
16;425;21/04/2021;R$1978,84;
17;413;21/04/2021;R$14108,61;
17;414;21/04/2021;R$7034,39;
17;416;21/04/2021;R$6498,95;
17;424;21/04/2021;R$5562,33;
17;434;21/04/2021;R$6851,3;
18;424;21/04/2021;R$4328,98;
1;411;22/04/2021;R$16762,19;
1;421;22/04/2021;R$15619,12;
1;425;22/04/2021;R$1682,94;
1;430;22/04/2021;R$0;
1;440;22/04/2021;R$2803,53;
1;442;22/04/2021;R$0;
1;445;22/04/2021;R$1207,67;
2;411;22/04/2021;R$14467,72;
2;421;22/04/2021;R$9966,01;
2;422;22/04/2021;R$74,7;
2;435;22/04/2021;R$17424,09;
2;441;22/04/2021;R$615,64;
3;422;22/04/2021;R$163,07;
3;423;22/04/2021;R$4100,48;
4;425;22/04/2021;R$585,41;
7;413;22/04/2021;R$15851,21;
7;414;22/04/2021;R$7650,75;
7;421;22/04/2021;R$13002,45;
7;433;22/04/2021;R$22135,1;
7;441;22/04/2021;R$801,46;
7;443;22/04/2021;R$3121,04;
8;411;22/04/2021;R$21116,92;
8;414;22/04/2021;R$11833,99;
8;422;22/04/2021;R$112,56;
8;433;22/04/2021;R$37049,36;
8;434;22/04/2021;R$10060,16;
9;425;22/04/2021;R$1958,15;
9;430;22/04/2021;R$0;
9;441;22/04/2021;R$532,23;
10;431;22/04/2021;R$2736,58;
10;433;22/04/2021;R$20519,54;
10;443;22/04/2021;R$2932,23;
11;411;22/04/2021;R$13869,17;
11;417;22/04/2021;R$0;
11;443;22/04/2021;R$2355;
12;412;22/04/2021;R$2630,65;
12;420;22/04/2021;R$718,4;
12;423;22/04/2021;R$2323,71;
12;434;22/04/2021;R$3727,69;
14;416;22/04/2021;R$5392,9;
14;423;22/04/2021;R$3283,74;
14;424;22/04/2021;R$4005,06;
14;425;22/04/2021;R$1627,42;
14;427;22/04/2021;R$609,92;
14;440;22/04/2021;R$1841,44;
14;441;22/04/2021;R$443,76;
15;431;22/04/2021;R$4807,15;
15;436;22/04/2021;R$35632,81;
15;440;22/04/2021;R$2694,43;
15;443;22/04/2021;R$3555,45;
16;421;22/04/2021;R$16986,81;
17;423;22/04/2021;R$2907,22;
17;424;22/04/2021;R$4484,81;
17;427;22/04/2021;R$311,45;
17;428;22/04/2021;R$8403,68;
17;430;22/04/2021;R$0;
17;435;22/04/2021;R$14966,11;
17;441;22/04/2021;R$429,38;
18;416;22/04/2021;R$5750,27;
18;423;22/04/2021;R$2299,06;
18;434;22/04/2021;R$5757,45;
18;440;22/04/2021;R$1616,29;
1;412;23/04/2021;R$7500,74;
1;420;23/04/2021;R$3768,75;
1;426;23/04/2021;R$2290,1;
1;431;23/04/2021;R$5729,7;
1;432;23/04/2021;R$687,94;
1;440;23/04/2021;R$2771,01;
2;412;23/04/2021;R$5632,8;
2;414;23/04/2021;R$10561,11;
2;440;23/04/2021;R$2593,86;
2;443;23/04/2021;R$4427,41;
3;414;23/04/2021;R$16244,95;
3;415;23/04/2021;R$5827,37;
3;422;23/04/2021;R$401,87;
3;427;23/04/2021;R$164,7;
3;434;23/04/2021;R$19853,19;
3;444;23/04/2021;R$504,76;
4;416;23/04/2021;R$7005,84;
4;424;23/04/2021;R$4858,14;
4;426;23/04/2021;R$2277,25;
4;427;23/04/2021;R$332,46;
4;443;23/04/2021;R$2716,38;
6;424;23/04/2021;R$0;
7;412;23/04/2021;R$5883,15;
7;414;23/04/2021;R$10628,84;
7;425;23/04/2021;R$1530,52;
7;430;23/04/2021;R$0;
7;433;23/04/2021;R$26411,91;
7;436;23/04/2021;R$47311,16;
7;440;23/04/2021;R$3084,67;
8;433;23/04/2021;R$39096,53;
8;443;23/04/2021;R$5602,97;
8;444;23/04/2021;R$823;
9;413;23/04/2021;R$21403,91;
9;432;23/04/2021;R$0;
9;433;23/04/2021;R$31794,1;
10;411;23/04/2021;R$27157,37;
10;424;23/04/2021;R$5162,99;
10;425;23/04/2021;R$1845,45;
10;431;23/04/2021;R$4412,55;
10;436;23/04/2021;R$37725,17;
10;442;23/04/2021;R$0;
10;443;23/04/2021;R$2979,22;
11;416;23/04/2021;R$5845,16;
11;417;23/04/2021;R$0;
11;420;23/04/2021;R$5064,66;
11;425;23/04/2021;R$1667,16;
11;433;23/04/2021;R$25787,27;
12;414;23/04/2021;R$5283,28;
12;441;23/04/2021;R$512,53;
12;445;23/04/2021;R$445,86;
14;411;23/04/2021;R$28427,35;
14;420;23/04/2021;R$4877,2;
14;422;23/04/2021;R$378,49;
14;426;23/04/2021;R$2693,5;
14;428;23/04/2021;R$11223,35;
14;433;23/04/2021;R$25086,4;
14;435;23/04/2021;R$36435,5;
14;441;23/04/2021;R$263,82;
15;417;23/04/2021;R$0;
15;427;23/04/2021;R$423,29;
15;434;23/04/2021;R$11495,82;
15;436;23/04/2021;R$51358,91;
15;440;23/04/2021;R$2898,96;
16;415;23/04/2021;R$4177,67;
16;420;23/04/2021;R$5505,87;
17;413;23/04/2021;R$14430,41;
17;430;23/04/2021;R$0;
17;440;23/04/2021;R$2343,14;
18;413;23/04/2021;R$13881,01;
18;423;23/04/2021;R$2165,95;
18;427;23/04/2021;R$181,69;
18;433;23/04/2021;R$20693,59;
1;424;24/04/2021;R$8100,29;
1;426;24/04/2021;R$2997,91;
1;427;24/04/2021;R$419,34;
2;413;24/04/2021;R$20275,42;
2;427;24/04/2021;R$447,29;
3;416;24/04/2021;R$12647,03;
3;442;24/04/2021;R$0;
4;414;24/04/2021;R$9707,12;
4;420;24/04/2021;R$1473,58;
4;424;24/04/2021;R$4530,01;
4;426;24/04/2021;R$2544,5;
4;440;24/04/2021;R$2054,83;
6;411;24/04/2021;R$0;
7;435;24/04/2021;R$65606,02;
7;436;24/04/2021;R$64919,25;
8;412;24/04/2021;R$10285,14;
8;420;24/04/2021;R$6439,17;
8;421;24/04/2021;R$35337,75;
8;432;24/04/2021;R$94,37;
8;434;24/04/2021;R$15194,39;
9;411;24/04/2021;R$30478,66;
9;422;24/04/2021;R$443,99;
9;432;24/04/2021;R$22,53;
10;431;24/04/2021;R$6851,45;
10;443;24/04/2021;R$4520,39;
11;413;24/04/2021;R$25694,5;
11;420;24/04/2021;R$6611,39;
11;434;24/04/2021;R$13566,74;
12;415;24/04/2021;R$2223,01;
12;416;24/04/2021;R$4903,79;
12;421;24/04/2021;R$11140,27;
12;440;24/04/2021;R$2928,53;
12;443;24/04/2021;R$1930,36;
14;412;24/04/2021;R$8853,52;
14;416;24/04/2021;R$10234,82;
14;417;24/04/2021;R$0;
14;422;24/04/2021;R$114,54;
14;431;24/04/2021;R$7353,67;
14;440;24/04/2021;R$4792,54;
14;443;24/04/2021;R$3431,05;
15;411;24/04/2021;R$40328,94;
15;421;24/04/2021;R$36878,06;
15;428;24/04/2021;R$17806,9;
15;440;24/04/2021;R$4458,16;
15;443;24/04/2021;R$4581,61;
15;445;24/04/2021;R$859,49;
16;414;24/04/2021;R$11628,69;
16;432;24/04/2021;R$1816,13;
16;441;24/04/2021;R$747,18;
17;421;24/04/2021;R$23602,43;
17;441;24/04/2021;R$588,45;
17;444;24/04/2021;R$627,17;
18;416;24/04/2021;R$6927,69;
18;424;24/04/2021;R$5467,85;
1;411;25/04/2021;R$0;
1;414;25/04/2021;R$0;
1;435;25/04/2021;R$0;
1;442;25/04/2021;R$0;
2;413;25/04/2021;R$0;
2;421;25/04/2021;R$0;
2;440;25/04/2021;R$0;
3;416;25/04/2021;R$0;
3;431;25/04/2021;R$0;
3;440;25/04/2021;R$0;
3;445;25/04/2021;R$0;
4;416;25/04/2021;R$0;
4;422;25/04/2021;R$0;
4;443;25/04/2021;R$0;
6;423;25/04/2021;R$0;
7;428;25/04/2021;R$0;
7;433;25/04/2021;R$0;
7;435;25/04/2021;R$0;
7;445;25/04/2021;R$0;
8;420;25/04/2021;R$149,9;
8;435;25/04/2021;R$2044,66;
8;440;25/04/2021;R$53,76;
8;444;25/04/2021;R$0;
8;445;25/04/2021;R$13,12;
9;411;25/04/2021;R$0;
9;416;25/04/2021;R$0;
9;423;25/04/2021;R$0;
9;434;25/04/2021;R$0;
9;435;25/04/2021;R$0;
9;443;25/04/2021;R$0;
9;445;25/04/2021;R$0;
10;422;25/04/2021;R$0;
10;426;25/04/2021;R$0;
10;435;25/04/2021;R$0;
10;436;25/04/2021;R$0;
11;411;25/04/2021;R$0;
11;414;25/04/2021;R$0;
11;422;25/04/2021;R$0;
11;427;25/04/2021;R$0;
11;444;25/04/2021;R$0;
12;414;25/04/2021;R$4832,48;
12;422;25/04/2021;R$65,7;
12;423;25/04/2021;R$2442,52;
12;430;25/04/2021;R$0;
12;436;25/04/2021;R$21927,87;
14;421;25/04/2021;R$0;
14;422;25/04/2021;R$0;
14;424;25/04/2021;R$0;
14;431;25/04/2021;R$0;
14;435;25/04/2021;R$0;
15;414;25/04/2021;R$0;
15;422;25/04/2021;R$0;
16;417;25/04/2021;R$0;
17;417;25/04/2021;R$0;
17;422;25/04/2021;R$0;
17;426;25/04/2021;R$0;
17;427;25/04/2021;R$0;
17;430;25/04/2021;R$0;
17;431;25/04/2021;R$0;
17;433;25/04/2021;R$0;
17;441;25/04/2021;R$0;
18;411;25/04/2021;R$0;
18;414;25/04/2021;R$0;
18;420;25/04/2021;R$0;
18;422;25/04/2021;R$0;
18;426;25/04/2021;R$0;
1;425;26/04/2021;R$1219;
1;444;26/04/2021;R$67,81;
2;412;26/04/2021;R$6458,35;
2;413;26/04/2021;R$17656,89;
2;431;26/04/2021;R$3215,29;
3;442;26/04/2021;R$0;
4;413;26/04/2021;R$16145,73;
4;424;26/04/2021;R$3062,74;
4;434;26/04/2021;R$9574,69;
4;445;26/04/2021;R$965,96;
7;427;26/04/2021;R$409,18;
8;432;26/04/2021;R$76,7;
8;445;26/04/2021;R$975,49;
9;414;26/04/2021;R$9480,58;
9;428;26/04/2021;R$11104,53;
10;417;26/04/2021;R$0;
10;426;26/04/2021;R$1707,51;
10;427;26/04/2021;R$249,5;
10;431;26/04/2021;R$2510,9;
10;435;26/04/2021;R$16187,41;
11;435;26/04/2021;R$17496,18;
12;430;26/04/2021;R$0;
12;431;26/04/2021;R$1414,52;
12;432;26/04/2021;R$226,79;
14;415;26/04/2021;R$3104,09;
14;426;26/04/2021;R$1438,18;
14;427;26/04/2021;R$616,15;
14;428;26/04/2021;R$9099,2;
14;430;26/04/2021;R$0;
15;431;26/04/2021;R$4727,91;
15;440;26/04/2021;R$2372,71;
15;444;26/04/2021;R$67,89;
16;416;26/04/2021;R$8623,04;
16;435;26/04/2021;R$20131,83;
17;412;26/04/2021;R$5999,44;
17;414;26/04/2021;R$7927,24;
17;422;26/04/2021;R$115,87;
17;424;26/04/2021;R$5120,46;
17;431;26/04/2021;R$3021,03;
17;435;26/04/2021;R$16972,66;
18;421;26/04/2021;R$4553,9;
18;444;26/04/2021;R$55,87;
1;414;27/04/2021;R$10308,36;
1;416;27/04/2021;R$9569,93;
1;421;27/04/2021;R$14979,16;
1;428;27/04/2021;R$8933,88;
1;441;27/04/2021;R$668,99;
1;444;27/04/2021;R$16,99;
2;423;27/04/2021;R$3481,57;
2;426;27/04/2021;R$1991,46;
2;430;27/04/2021;R$0;
3;414;27/04/2021;R$14124,61;
3;425;27/04/2021;R$1963,46;
4;428;27/04/2021;R$9253,42;
4;433;27/04/2021;R$20104,23;
7;412;27/04/2021;R$4659,79;
7;416;27/04/2021;R$6953,59;
7;427;27/04/2021;R$83,88;
7;432;27/04/2021;R$530,99;
7;433;27/04/2021;R$21100,72;
7;435;27/04/2021;R$20478,43;
7;440;27/04/2021;R$1702,32;
7;441;27/04/2021;R$309,73;
7;444;27/04/2021;R$61,42;
8;412;27/04/2021;R$6222,78;
8;414;27/04/2021;R$11158,43;
8;432;27/04/2021;R$64,52;
8;433;27/04/2021;R$35325,36;
8;435;27/04/2021;R$29418,45;
9;421;27/04/2021;R$10226,25;
9;424;27/04/2021;R$4663,07;
10;416;27/04/2021;R$6889,19;
10;420;27/04/2021;R$814,19;
10;422;27/04/2021;R$89,76;
10;426;27/04/2021;R$1866,74;
10;432;27/04/2021;R$370,36;
10;434;27/04/2021;R$7298,84;
11;412;27/04/2021;R$5304,59;
11;427;27/04/2021;R$618,8;
12;423;27/04/2021;R$2589,22;
14;425;27/04/2021;R$962,86;
15;411;27/04/2021;R$15527,57;
15;417;27/04/2021;R$0;
15;425;27/04/2021;R$2367,78;
15;426;27/04/2021;R$1671,94;
15;428;27/04/2021;R$12758,48;
15;430;27/04/2021;R$0;
16;413;27/04/2021;R$17024,36;
16;421;27/04/2021;R$11567,08;
16;428;27/04/2021;R$10771,73;
16;440;27/04/2021;R$2856,25;
18;423;27/04/2021;R$2155,28;
18;428;27/04/2021;R$8943,73;
18;433;27/04/2021;R$20263,45;
18;440;27/04/2021;R$1123,69;
18;441;27/04/2021;R$444,61;
1;420;28/04/2021;R$2512,85;
1;421;28/04/2021;R$12980,36;
1;430;28/04/2021;R$0;
1;440;28/04/2021;R$2643,41;
2;412;28/04/2021;R$4347,67;
2;413;28/04/2021;R$16656,51;
2;421;28/04/2021;R$8736,48;
2;431;28/04/2021;R$2632,5;
2;441;28/04/2021;R$697,61;
3;421;28/04/2021;R$16129,82;
3;435;28/04/2021;R$36514,22;
4;414;28/04/2021;R$6299,41;
4;421;28/04/2021;R$5556,45;
4;428;28/04/2021;R$8217,23;
4;431;28/04/2021;R$2706,79;
4;432;28/04/2021;R$511,11;
4;436;28/04/2021;R$29032,94;
4;441;28/04/2021;R$382,13;
4;443;28/04/2021;R$1931,62;
6;421;28/04/2021;R$4898;
7;416;28/04/2021;R$7350,12;
7;420;28/04/2021;R$1618,3;
8;430;28/04/2021;R$0;
9;424;28/04/2021;R$5528,68;
9;428;28/04/2021;R$10598,42;
10;413;28/04/2021;R$16777,78;
10;414;28/04/2021;R$7789,35;
10;420;28/04/2021;R$2611,36;
10;422;28/04/2021;R$40,89;
10;428;28/04/2021;R$9068,56;
11;415;28/04/2021;R$3011,67;
11;430;28/04/2021;R$0;
11;436;28/04/2021;R$31009,29;
12;413;28/04/2021;R$9058,96;
12;414;28/04/2021;R$4226,76;
12;420;28/04/2021;R$1578,77;
12;428;28/04/2021;R$6146,48;
12;430;28/04/2021;R$0;
12;443;28/04/2021;R$1339,66;
14;416;28/04/2021;R$5787,98;
14;432;28/04/2021;R$450,12;
16;420;28/04/2021;R$2082,41;
16;427;28/04/2021;R$508,98;
16;431;28/04/2021;R$3926,92;
17;414;28/04/2021;R$7361;
17;420;28/04/2021;R$2522,07;
17;423;28/04/2021;R$3526,83;
17;427;28/04/2021;R$152,93;
17;445;28/04/2021;R$412,64;
18;414;28/04/2021;R$5905,06;
18;426;28/04/2021;R$1475,68;
18;433;28/04/2021;R$18749,82;
1;416;29/04/2021;R$9905,34;
1;428;29/04/2021;R$9581,15;
1;430;29/04/2021;R$0;
1;436;29/04/2021;R$38906,85;
1;441;29/04/2021;R$612,51;
3;411;29/04/2021;R$28873,82;
3;443;29/04/2021;R$4411,09;
4;423;29/04/2021;R$2120,98;
4;427;29/04/2021;R$385,29;
4;436;29/04/2021;R$29237,02;
6;424;29/04/2021;R$0;
7;411;29/04/2021;R$22899,03;
7;413;29/04/2021;R$19558,93;
7;414;29/04/2021;R$9296,91;
7;416;29/04/2021;R$9245,79;
7;432;29/04/2021;R$448,34;
7;434;29/04/2021;R$9617,54;
7;444;29/04/2021;R$218,62;
8;426;29/04/2021;R$2616,13;
9;415;29/04/2021;R$3894,48;
9;435;29/04/2021;R$20179,99;
10;416;29/04/2021;R$7053,73;
10;422;29/04/2021;R$197,17;
10;431;29/04/2021;R$3239,09;
10;442;29/04/2021;R$0;
10;443;29/04/2021;R$2906,68;
11;423;29/04/2021;R$3219,26;
11;428;29/04/2021;R$8921,3;
11;445;29/04/2021;R$992;
12;412;29/04/2021;R$2875,38;
12;421;29/04/2021;R$12388,44;
14;412;29/04/2021;R$4508,13;
14;435;29/04/2021;R$26830,75;
15;414;29/04/2021;R$9644,52;
15;415;29/04/2021;R$5076,86;
15;420;29/04/2021;R$5240,08;
15;444;29/04/2021;R$180,8;
16;413;29/04/2021;R$20044,45;
16;420;29/04/2021;R$3556,19;
16;422;29/04/2021;R$136,48;
16;426;29/04/2021;R$1887,64;
16;433;29/04/2021;R$31139,54;
16;436;29/04/2021;R$40698,96;
16;441;29/04/2021;R$382,64;
17;425;29/04/2021;R$1652,98;
17;434;29/04/2021;R$8758,36;
18;414;29/04/2021;R$5769,81;
18;427;29/04/2021;R$349,28;
18;441;29/04/2021;R$288,84;
1;412;30/04/2021;R$7956,96;
1;413;30/04/2021;R$28576,26;
1;416;30/04/2021;R$10611,33;
1;428;30/04/2021;R$10617,65;
1;434;30/04/2021;R$14554,09;
2;428;30/04/2021;R$8111,82;
3;423;30/04/2021;R$6248,26;
4;420;30/04/2021;R$3107,02;
4;444;30/04/2021;R$478,24;
7;425;30/04/2021;R$3145,14;
7;426;30/04/2021;R$1933,48;
7;436;30/04/2021;R$53039,87;
8;412;30/04/2021;R$8819,31;
8;414;30/04/2021;R$15365,02;
8;416;30/04/2021;R$11625,9;
