SECAO;COD;DESCRICAO
442;139128;*LIV.DIR.CONSTITUC.UN ;
442;139127;*LIV.DIREITO CIVIL UN ;
442;139126;*LIV.DIREITO ELEIT.UN ;
442;139158;*LIV.DIREITO VERS.UN  ;
442;139101;*LIV.ENEM CIEN.TECN.UN;
442;139102;*LIV.ENEM HUM.TECN.UN ;
442;139097;*LIV.ENEM LING.TECN.UN;
442;139100;*LIV.ENEM MAT.TECN.UN ;
442;139169;*LIV.GESTAO AT.VAR.UN ;
442;139160;*LIV.INFORM.UN        ;
442;139103;*LIV.INTERPR.TEXTOS UN;
442;20572;*LIV.MATEM.P/CONCUR.UN;
442;139162;*LIV.MATEMAT. PONTA UN;
442;139145;*LIV.PORT.ELEMENTAR.UN;
442;139166;*LIV.POTUGUES PONTA UN;
442;139159;*LIV.PREP.CERT.PROF.UN;
442;139111;*LIV.RACIOCINIO LOG.UN;
442;139161;*LIV.REDACAO PONTA UN ;
442;139113;*LIV.RES.MATEMATICAUN ;
442;139124;*LIV.RES.PORTUGUES.UN ;
442;139123;*LIV.RES.RACIOC.LOG.UN;
442;135656;*LIVRO  A FASCIN.CONST;
442;134022;*LIVRO .TRANSF.OURO UN;
442;137269;*LIVRO 100 DICAS INF.U;
442;109389;*LIVRO 1000 F.BRASIL  ;
442;134141;*LIVRO 1000 SEG.VINHOS;
442;157302;*LIVRO 1001 VINHOS P B;
442;135566;*LIVRO 10RESP.M.VID.UN;
442;148889;*LIVRO 12 ANOS ESCR.  ;
442;129495;*LIVRO 12 M.P/ ENRIQ. ;
442;110596;*LIVRO 12 S.M.UMA VIDA;
442;129497;*LIVRO 1808           ;
442;129498;*LIVRO 1822           ;
442;144609;*LIVRO 20PASSOS PAZ UN;
442;112199;*LIVRO 25 M.V.PESSOAS ;
442;150010;*LIVRO 365 DIAS DO ANO;
442;98694;*LIVRO 5 P.VC.E.CEU   ;
442;129496;*LIVRO 51 ATITUDES    ;
442;119485;*LIVRO 7 HAB.P.EFICAZ ;
442;122634;*LIVRO A BANDA POLACA ;
442;148102;*LIVRO A BIOGRAFIA UN ;
442;135563;*LIVRO A BOA SORTE UN ;
442;134013;*LIVRO A BUS.FELIC.UN ;
442;119477;*LIVRO A CABANA       ;
442;112746;*LIVRO A CIDADE DO SOL;
442;137273;*LIVRO A CIDADE DO SOL;
442;145033;*LIVRO A GRACA D.COISA;
442;117244;*LIVRO A LICAO FINAL  ;
442;135659;*LIVRO A PARISIENSE   ;
442;141094;*LIVRO A QUEDA        ;
442;148094;*LIVRO A RED.GABRIEL  ;
442;142546;*LIVRO A TRAVESSIA UN ;
442;137259;*LIVRO A VIDA E BELA  ;
442;135561;*LIVRO A VIDA E BELA U;
442;109381;*LIVRO A.DEUS PERTENCE;
442;150004;*LIVRO ADULTERIO UN   ;
442;144595;*LIVRO ADVOG.DEUS UN  ;
442;127822;*LIVRO AGAPE UN       ;
442;138022;*LIVRO ALENT.ALEM UN  ;
442;121202;*LIVRO AMANHECER      ;
442;137270;*LIVRO AME A VC MESM.U;
442;118406;*LIVRO AMOR N.S.BRINCA;
442;144603;*LIVRO AMOR S. CUMP.UN;
442;120254;*LIVRO ANJO 4 PATAS   ;
442;98673;*LIVRO ANJOS/DEMONIOS ;
442;151302;*LIVRO ANNE FRANK     ;
442;148888;*LIVRO ANSIEDADE      ;
442;145676;*LIVRO APESAR DE TUDO ;
442;144591;*LIVRO AQUELA PING.UN ;
442;128058;*LIVRO ARQ.SEMIDEUS UN;
442;107499;*LIVRO ARTE PILITICA  ;
442;144608;*LIVRO AS AVENT.DE PI ;
442;137283;*LIVRO AS CRIANCAS UN ;
442;134860;*LIVRO AS ESGANADAS UN;
442;100828;*LIVRO ASSAS.A.LETRAS ;
442;153028;*LIVRO ATACA VAREJO   ;
442;125971;*LIVRO AV.DE ALICE    ;
442;125505;*LIVRO B.DA FELICIDADE;
442;119157;*LIVRO BARACK OBAMA   ;
442;128060;*LIVRO BAT.APOCALIP.UN;
442;125157;*LIVRO BAT.LABIRINTO  ;
442;138943;*LIVRO BCA.DE NEVE UN ;
442;157303;*LIVRO BIBLIA CHURRASC;
442;129492;*LIVRO BIL.POR ACASO  ;
442;137280;*LIVRO BOM DIA ESP.UN ;
442;113037;*LIVRO C.FRANCISCANA. ;
442;107501;*LIVRO C.INTELIGENTES ;
442;135568;*LIVRO CAB.DE STEVE UN;
442;132149;*LIVRO CACADA UN      ;
442;107497;*LIVRO CACADOR PIPAS  ;
442;141098;*LIVRO CARCEREIROS    ;
442;125501;*LIVRO CARTA E.A.G.PER;
442;124585;*LIVRO CARTA E.AMIGOS ;
442;144331;*LIVRO CASTELO PAPEL  ;
442;135646;*LIVRO CEMIT.DE PRAGA ;
442;150008;*LIVRO CHAMO ANTONIO  ;
442;130406;*LIVRO CHEFS CHATEAUX ;
442;125465;*LIVRO CHICO XAVIER   ;
442;151282;*LIVRO CIDADE DO FOGO ;
442;137307;*LIVRO CILADA UN      ;
442;138947;*LIVRO CINQ.M.ESCUROS ;
442;138945;*LIVRO CINQ.T.CINZA   ;
442;138946;*LIVRO CINQ.T.LIBERD. ;
442;144607;*LIVRO CINQ.T.PRATICA ;
442;144593;*LIVRO COD.INTELIG.UN ;
442;119483;*LIVRO COD.INTELIGENCI;
442;98672;*LIVRO COD.VINCI 1 EDI;
442;112761;*LIVRO COD.VINCI 2 EDI;
442;118244;*LIVRO COD.VINCI ESP. ;
442;145672;*LIVRO COMA DE TUDO UN;
442;119481;*LIVRO COMER REZ.AMAR ;
442;134136;*LIVRO COMO DEG.VINHOS;
442;138169;*LIVRO COMPRAS 2012 UN;
442;135651;*LIVRO COMPROMETIDA   ;
442;137264;*LIVRO CONFIE EM MIM U;
442;134134;*LIVRO CONHECA VINHOS ;
442;142549;*LIVRO CONT.DIA A DIA ;
442;142550;*LIVRO CONT.DIA A DIA ;
442;144588;*LIVRO CONV.C/ESPIR.UN;
442;129493;*LIVRO CONV.Q.T.COMIGO;
442;148101;*LIVRO CONVERGENTE UN ;
442;135648;*LIVRO CORAC.SUJOS    ;
442;872;*LIVRO COZ.ENTRE AMIG.;
442;144604;*LIVRO COZ.RAPIDA UN  ;
442;138020;*LIVRO COZINH.PREC.UN ;
442;119478;*LIVRO CREPUSCULO     ;
442;120673;*LIVRO CURITIBA M.DEF.;
442;141103;*LIVRO D.UM BANANA    ;
442;130643;*LIVRO D.UMA PAIXAO   ;
442;123986;*LIVRO D.VAMPIRO 1 ED.;
442;123987;*LIVRO D.VAMPIRO 2 ED.;
442;125502;*LIVRO D.VAMPIRO 3 ED.;
442;126774;*LIVRO D.VAMPIRO 4 ED.;
442;141092;*LIVRO DANCA DRAGOES  ;
442;144610;*LIVRO DEF.AT.VERB.UN ;
442;148096;*LIVRO DEIXE A NEVE   ;
442;388;*LIVRO DELIC.RECEITAS ;
442;129488;*LIVRO DEPOIS DA ESC. ;
442;134012;*LIVRO DES.SEG.LING.UN;
442;151286;*LIVRO DESAFIO        ;
442;110601;*LIVRO DESAFIO TERAPIA;
442;134014;*LIVRO DESC.S.LIMIT.UN;
442;138941;*LIVRO DESE.DOS MORTOS;
442;132150;*LIVRO DESPERTADA UN  ;
442;146457;*LIVRO DEUS E A CABANA;
442;142548;*LIVRO DIALOGOS IMP.UN;
442;138929;*LIVRO DIAR.DO CLIMA  ;
442;138930;*LIVRO DIAR.DO CLIMA  ;
442;134137;*LIVRO DIC.DO VINHO   ;
442;144602;*LIVRO DIET.17 DIAS UN;
442;130644;*LIVRO DISCURSO DO REI;
442;137266;*LIVRO DIVA UN        ;
442;148099;*LIVRO DIVERGENTE UN  ;
442;148097;*LIVRO E BUSCA DO SENT;
442;135658;*LIVRO E TUDO TAO SIMP;
442;121201;*LIVRO ECLIPSE        ;
442;134009;*LIVRO ECLIPSE CP F.UN;
442;119484;*LIVRO ELES C.ENT.NOS ;
442;146271;*LIVRO ELES C.ENT.NOS ;
442;139046;*LIVRO ELET.CUR.ESP.UN;
442;139051;*LIVRO ELET.CUR.ESP.UN;
442;139053;*LIVRO ELET.CUR.ESP.UN;
442;139054;*LIVRO ELET.CUR.ESP.UN;
442;139045;*LIVRO ELET.CUR.ING.UN;
442;139047;*LIVRO ELET.CUR.ING.UN;
442;139048;*LIVRO ELET.CUR.ING.UN;
442;139049;*LIVRO ELET.CUR.ING.UN;
442;139050;*LIVRO ELET.CUR.ING.UN;
442;139044;*LIVRO ELET.INFORM..UN;
442;139043;*LIVRO ELET.INT.TEX.UN;
442;139016;*LIVRO ELETR.APREND.UN;
442;139009;*LIVRO ELETR.N.ORT.UN ;
442;139042;*LIVRO ELETR.R.LOGI.UN;
442;109382;*LIVRO ELIM.ESTRESSE  ;
442;129491;*LIVRO ELITE DA TROPA ;
442;135655;*LIVRO EM ALGUM LUGAR ;
442;151288;*LIVRO EM B.ESTRELA   ;
442;151287;*LIVRO EM MEUS PENS.  ;
442;144576;*LIVRO ENTRE O AGORA  ;
442;124598;*LIVRO ESCOLHIDA      ;
442;111133;*LIVRO ESP.DO TEMPO   ;
442;150005;*LIVRO ESTR.N.APAGA   ;
442;145032;*LIVRO EU N.CONS.EMAG.;
442;114214;*LIVRO EU SEI Q.V.AMAR;
442;150006;*LIVRO EU SOU MALALA  ;
442;112747;*LIVRO EXP.DE UMA VIDA;
442;148103;*LIVRO EXTRAORD.UN    ;
442;100827;*LIVRO F.DIGITAL      ;
442;100826;*LIVRO F.HUMANIDADE   ;
442;134011;*LIVRO F.V.V.PENA UN  ;
442;107498;*LIVRO FALCAO MENINOS ;
442;157304;*LIVRO FANT.FAB.CHOCO.;
442;151301;*LIVRO FEL.ROUBADA    ;
442;134864;*LIVRO FELIZ POR NADA ;
442;141102;*LIVRO FERIDAS DA ALMA;
442;138023;*LIVRO FIALHO GASTR.UN;
442;134865;*LIVRO FILHOS DO EDEN ;
442;151291;*LIVRO FOCO           ;
442;129489;*LIVRO FORA DE MIM    ;
442;125503;*LIVRO FORCA DO AMOR  ;
442;144600;*LIVRO GAL.PINT.AT.UN ;
442;144599;*LIVRO GAL.PINT.COL.UN;
442;110597;*LIVRO GISELLE AMANTE ;
442;134135;*LIVRO GOSTO DO VINHO ;
442;112202;*LIVRO GUARD.MEMORIAS ;
442;144592;*LIVRO GUIA OF.CLUB UN;
442;125466;*LIVRO H.FAL.ESPIRITOS;
442;104713;*LIVRO H.P.I.PRINCIPE ;
442;113034;*LIVRO H.P.R.MORTE    ;
442;137278;*LIVRO HOJE AMANHA UN ;
442;145034;*LIVRO HOLOC.BRASILEI.;
442;124587;*LIVRO HOSPEDEIRA     ;
442;151289;*LIVRO INCONTROLAVEL  ;
442;132151;*LIVRO INDOMADA UN    ;
442;134140;*LIVRO INIC.A ENOLOGIA;
442;148100;*LIVRO INSURGENTE UN  ;
442;145674;*LIVRO INTENSO 2 UN   ;
442;141090;*LIVRO INV.DO MUNDO   ;
442;144361;*LIVRO IRRESISTIVEL   ;
442;100829;*LIVRO JESUS M.PSICOL.;
442;138021;*LIVRO JOAO P.MARTINS ;
442;142551;*LIVRO JOVENS ESTRES. ;
442;112201;*LIVRO JUV.E DRAGAS   ;
442;144355;*LIVRO KAIROS UN      ;
442;129396;*LIVRO L.GUARD.1 ED.  ;
442;129397;*LIVRO L.GUARD.2 ED.  ;
442;129398;*LIVRO L.GUARD.3 ED.  ;
442;129399;*LIVRO L.GUARD.4 ED.  ;
442;118409;*LIVRO LACOS ETERNOS  ;
442;150003;*LIVRO LADO HUMANO    ;
442;125155;*LIVRO LADRAO DE RAIOS;
442;112749;*LIVRO LEI DA ATRACAO ;
442;125504;*LIVRO LEI DA CONEXAO ;
442;112755;*LIVRO LEI UNIVERSAL  ;
442;122497;*LIVRO LEITE DERRAMADO;
442;145035;*LIVRO LOUCO POR VIVER;
442;119479;*LIVRO LUA NOVA       ;
442;134859;*LIVRO M.ANSIOSAS     ;
442;126773;*LIVRO M.BRILHANTES   ;
442;132248;*LIVRO M.CURITIBA UN  ;
442;122499;*LIVRO M.JACKSON MAGIA;
442;110602;*LIVRO M.ROUBAVA LIVRO;
442;137258;*LIVRO MACA DO AMOR UN;
442;142555;*LIVRO MAE SEM MANUAL ;
442;125163;*LIVRO MAIS VOCE      ;
442;125158;*LIVRO MALDICAO TITA  ;
442;125161;*LIVRO MAR DE MONSTROS;
442;144356;*LIVRO MARCA DE ANTENA;
442;121203;*LIVRO MARCADA UN     ;
442;110605;*LIVRO MARIA A MAIOR  ;
442;140043;*LIVRO MARIA BATALHAO ;
442;134863;*LIVRO MARINA UN      ;
442;110599;*LIVRO MARLEY E EU    ;
442;134007;*LIVRO MARLEY E EU UN ;
442;135649;*LIVRO MEDIDA CERTA   ;
442;135565;*LIVRO MENTES TRANQ.UN;
442;107489;*LIVRO MENTIRAS DIVA  ;
442;129481;*LIVRO MICHAEL JACKSON;
442;126775;*LIVRO MIL DIAS VENEZA;
442;142545;*LIVRO MORTE SUBITA UN;
442;111125;*LIVRO MOT.MILIONARIO ;
442;114216;*LIVRO MUL.FALAM ISSO ;
442;141099;*LIVRO N.HA DIA FACIL ;
442;141093;*LIVRO NADA A PERDER  ;
442;137261;*LIVRO NAO CONTE NING.;
442;98706;*LIVRO NAO L.V.T.SERIO;
442;137268;*LIVRO NING.E DE NING.;
442;128059;*LIVRO NOSSO LAR UN   ;
442;137301;*LIVRO NOVO ACORDO UN ;
442;141101;*LIVRO NUCA FUI SANTO ;
442;98704;*LIVRO NUNCA D.SONHOS.;
442;135618;*LIVRO O AMOR M.TROUXE;
442;135577;*LIVRO O APREND.INV.UN;
442;137262;*LIVRO O BEIJO SOMBRAS;
442;137297;*LIVRO O CACADOR PI.UN;
442;138942;*LIVRO O CASAMENTO UN ;
442;129494;*LIVRO O EFEITO SOMBRA;
442;148098;*LIVRO O ENCONTRO UN  ;
442;134021;*LIVRO O HEROI PERD.UN;
442;142547;*LIVRO O HOBBIT UN    ;
442;144166;*LIVRO O INFERNO UN   ;
442;110603;*LIVRO O INOCENTE     ;
442;119480;*LIVRO O JOGO DO ANJO ;
442;135654;*LIVRO O LIVRO DO BONI;
442;117221;*LIVRO O MAGO         ;
442;118412;*LIVRO O MATUTO       ;
442;137286;*LIVRO O MENINO MAL.UN;
442;138019;*LIVRO O MEU ALENT.UN ;
442;129482;*LIVRO O MILAGRE      ;
442;148093;*LIVRO O MUNDO P.OLHOS;
442;137306;*LIVRO O PODER AGORA U;
442;154304;*LIVRO O PODER ESCOLHA;
442;145036;*LIVRO O PODER HABITO ;
442;137260;*LIVRO O PODER PACIEN.;
442;134010;*LIVRO O PODER UN     ;
442;134019;*LIVRO O PROX.PASSO UN;
442;137303;*LIVRO O QUE JESUS UN ;
442;151285;*LIVRO O RESGATE      ;
442;151283;*LIVRO O REU E O REI  ;
442;134015;*LIVRO O SEG.PROSP.UN ;
442;111134;*LIVRO O SEGREDO      ;
442;117243;*LIVRO O VEND.SONHOS  ;
442;135653;*LIVRO O X DA QUESTAO ;
442;134017;*LIVRO OLHOS CONDOR UN;
442;138931;*LIVRO OS LITIGANTES  ;
442;135617;*LIVRO OURO MITOLIGIA ;
442;144590;*LIVRO OUT.LADO VIDA U;
442;144596;*LIVRO P.NOBEL FISICA ;
442;144597;*LIVRO P.NOBEL FISICA ;
442;144598;*LIVRO P.PLAN.PERDIDO ;
442;168863;*LIVRO P/CRIANCAS     ;
442;150007;*LIVRO PAIS INTELIGENT;
442;112757;*LIVRO PAIS S.F.PREP. ;
442;112203;*LIVRO PAL.POSITIVAS  ;
442;144366;*LIVRO PARA SEMPRE SUA;
442;137265;*LIVRO PARE DE SE SAB.;
442;111124;*LIVRO PECA S.ATENDIDO;
442;137271;*LIVRO PEDACOS COTID.U;
442;142552;*LIVRO PELAS P.CORACAO;
442;134026;*LIVRO PENG.D.PUFFLEUN;
442;135562;*LIVRO PENG.PASSAG.UN ;
442;134024;*LIVRO PENG.QUAD.UN   ;
442;134025;*LIVRO PENG.S.REPOR.UN;
442;149567;*LIVRO PLAS P.CORAC.UN;
442;144594;*LIVRO PODER E.POS.UN ;
442;107502;*LIVRO PONTO IMPACTO  ;
442;111131;*LIVRO POR MAIS UN DIA;
442;98697;*LIVRO POR UM FIO     ;
442;141086;*LIVRO PORTO SEGURO   ;
442;112782;*LIVRO PRINCIP.SUCESSO;
442;135650;*LIVRO PROBLEMAS OBA  ;
442;141279;*LIVRO PROF.SUA VOL.2 ;
442;137300;*LIVRO QUANDO A VID.UN;
442;137302;*LIVRO QUEB.CONFIA.UN ;
442;132152;*LIVRO QUEIMADA UN    ;
442;98803;*LIVRO QUEM AMA EDUCA ;
442;148095;*LIVRO QUEM E VOCE UN ;
442;125159;*LIVRO QUEM P.ENRIQUEC;
442;98802;*LIVRO QUEM T.M.ESCURO;
442;126770;*LIVRO QUERIDO JOHN   ;
442;131910;*LIVRO QUESTOES COR.UN;
442;112748;*LIVRO REP.OUTRO MUNDO;
442;131913;*LIVRO RIQ.MUNDO UN   ;
442;98699;*LIVRO ROBERTO MAR.   ;
442;157305;*LIVRO RUAH UN        ;
442;138168;*LIVRO RUI FALCAO UN  ;
442;125239;*LIVRO S.BAIXO S.ACIMA;
442;112760;*LIVRO S.EXISTE RAZAO ;
442;109383;*LIVRO S.M.MILIONARIA ;
442;118404;*LIVRO S.PROP.PELE    ;
442;118410;*LIVRO S.T.INOCENTES  ;
442;114209;*LIVRO SAB.NOSSA      ;
442;138932;*LIVRO SAGR.FAMILIA UN;
442;125536;*LIVRO SE ABRINDO VIDA;
442;151284;*LIVRO SE EU FICAR    ;
442;126771;*LIVRO SEG.B.TANNER   ;
442;144605;*LIVRO SEG.HOMENS UN  ;
442;150009;*LIVRO SEG.MEU MARIDO ;
442;135564;*LIVRO SEG.MULH.INT.UN;
442;110606;*LIVRO SEG.PAI NOSSO  ;
442;151290;*LIVRO SEIS ANOS      ;
442;130642;*LIVRO SEM.DE IDEIAS  ;
442;120623;*LIVRO SEXO DA GENTE  ;
442;144330;*LIVRO SILEN.DAS MONT.;
442;124051;*LIVRO SIMBOLO PERDIDO;
442;118407;*LIVRO SO O AMOR REAL ;
442;144365;*LIVRO SOBRE O CEU E A;
442;114211;*LIVRO SOL D.DA CHUVA ;
442;141088;*LIVRO SOMBRA SERPENTE;
442;138926;*LIVRO SOMBRAS NOITE  ;
442;145037;*LIVRO SONHO GRANDE UN;
442;138933;*LIVRO STARTERS UN    ;
442;135652;*LIVRO STEVE JOBS     ;
442;144363;*LIVRO SUBLIMINAR     ;
442;145673;*LIVRO SUPER ALIM.UN  ;
442;128061;*LIVRO TENTADA UN     ;
442;154303;*LIVRO TEORIA DE TUDO ;
442;144601;*LIVRO TODA MULHER UN ;
442;141087;*LIVRO TODA SUA       ;
442;134861;*LIVRO TORM.ESPADAS UN;
442;124599;*LIVRO TRAIDA UN      ;
442;134862;*LIVRO TRONO DE FOGO  ;
442;107162;*LIVRO TUDO OU NADA   ;
442;98710;*LIVRO TUDO T.S.PRECO ;
442;98709;*LIVRO TUDO V.A PENA  ;
442;128056;*LIVRO ULT.OLIMPIANO U;
442;126772;*LIVRO ULTIMA MUSICA  ;
442;135645;*LIVRO UM DIA UN      ;
442;145038;*LIVRO UM GATO DE RUA ;
442;135647;*LIVRO UM HOM.DE SORTE;
442;138938;*LIVRO UM LUG.P/FICAR ;
442;142554;*LIVRO UM LUGAR JANELA;
442;134138;*LIVRO UM SO VINHO    ;
442;145675;*LIVRO UM TOQUE UN    ;
442;119482;*LIVRO UMA B.H.MUNDO  ;
442;138024;*LIVRO UMA COZ.DOUR.UN;
442;117266;*LIVRO UMA V.INVENTADA;
442;137305;*LIVRO VC IDEIA +FA.UN;
442;149568;*LIVRO VENC.O PASS.UN ;
442;134018;*LIVRO VID.SABE FAZ.UN;
442;144606;*LIVRO VIDA DO BEBE UN;
442;134142;*LIVRO VINHOS BUTIQUE ;
442;98708;*LIVRO VIOL.JANELA    ;
442;142553;*LIVRO VIVER E SAGRADO;
442;110604;*LIVRO VOCE E O LIDER ;
442;134139;*LIVRO WHISKY         ;
442;136151;*LIVROS E REV.ALT.N.01;
442;136152;*LIVROS E REV.ALT.N.02;
442;136153;*LIVROS E REV.ALT.N.03;
442;136154;*LIVROS E REV.ALT.N.04;
442;156248;*LIVROS E REV.ALT.N.05;
442;136155;*LIVROS E REV.ALT.N.06;
442;136156;*LIVROS E REV.ALT.N.09;
442;136157;*LIVROS E REV.ALT.N.12;
442;136158;*LIVROS E REV.ALT.N.14;
442;136159;*LIVROS E REV.ALT.N.19;
442;136160;*LIVROS E REV.ALT.N.24;
442;136161;*LIVROS E REV.ALT.N.29;
442;156249;*LIVROS E REV.ALT.N.34;
442;136162;*LIVROS E REV.ALT.N.39;
442;156250;*LIVROS E REV.ALT.N.44;
442;156251;*LIVROS E REV.ALT.N.49;
442;135567;*LIVVRO O AMOR P/FORTE;
412;138403;*LOAO HID.JOH.INT.400M;
412;142692;*LOAO HID.JOH.PEL.200M;
412;82102;*LOC.DAV.A.V.CAM.220ML;
412;110334;*LOC.DOVE SUMMER M.CL.;
412;110335;*LOC.DOVE SUMMER M.ESC;
412;111941;*LOC.H2O CHOC.200ML   ;
412;111942;*LOC.H2O E.DOCE 200ML ;
412;110294;*LOC.H2O ESTRIAS 150ML;
412;129526;*LOC.JOH.BABY FPS40 60;
412;120136;*LOC.JOH.SOFT.FPS15   ;
412;123213;*LOC.LOREAL FPS30 120M;
412;108249;*LOC.MARCH.HID.POS SOL;
412;160499;*LOC.NIV.P.REN.400ML  ;
412;151965;*LOC.NIV.PLUS Q10 400M;
412;125044;*LOC.NIVEA ANG.SOU.200;
412;125045;*LOC.NIVEA ANGEL 200  ;
412;90998;*LOC.NIVEA AUT.50GR   ;
412;128766;*LOC.NIVEA BABY PFS60 ;
412;78973;*LOC.NIVEA FPS2 200ML ;
412;140826;*LOC.NIVEA FPS6 200ML ;
412;10302;*LOC.NIVEA FPS8       ;
412;108288;*LOC.NIVEA KIDS PFS60 ;
412;81499;*LOC.NIVEA LOTIO.200ML;
412;128765;*LOC.NIVEA PFS30 SPRAY;
412;77037;*LOC.NIVEA PLUS Q10   ;
412;81501;*LOC.NIVEA SENSI.200ML;
412;127416;*LOC.POS SOL 120M     ;
412;119221;*LOC.SOLAR FPS40 120M ;
412;75896;*LOC.SUND.GOLD FPS6   ;
412;81941;*LOCAO AG.N.ALOE 100ML;
412;81938;*LOCAO AG.N.MENT.100ML;
412;81939;*LOCAO AG.N.NIGHT 100M;
412;156399;*LOCAO BRONZ.MARCHET. ;
412;66654;*LOCAO GIL.AFT.ICE 100;
412;125286;*LOCAO HID.JOH.FPS15  ;
412;109649;*LOCAO HID.JOH.P.V.200;
412;156586;*LOCAO NEUTR.IN.200ML ;
412;156587;*LOCAO NEUTR.PER.200ML;
412;175052;*LOCAO NIVEA CER.200ML;
412;125046;*LOCAO NIVEA HAPPY 400;
412;125047;*LOCAO NIVEA SOFT 400 ;
412;99921;*LOCAO OX AMO/FRAM/VIO;
412;99919;*LOCAO OX BAU.CA.F.CAM;
412;134817;*LOCAO OX BAU.COCO 300;
412;99922;*LOCAO OX DAM/TAN/MIM.;
412;134818;*LOCAO OX LICH./FR.300;
412;69327;*LOCAO SUND.GOLD FPS4 ;
425;4630;*LOMBO BAC.DIAS KG    ;
425;148167;*LOMBO BAC.S.FOODS 600;
425;141744;*LOMBO BAC.S.FOODS 700;
425;9434;*LOMBO BAC.SEA FOODS  ;
431;7063;*LOMBO BAC.UNIAGRO KG.;
425;147062;*LOMBO BACAL.DIAS 1.8K;
425;147961;*LOMBO BACAL.DIAS 1KG ;
425;138394;*LOMBO BACAL.DIAS 800G;
425;142436;*LOMBO BACAL.DIAS 900G;
425;7753;*LOMBO DE BACALHAU    ;
412;72333;*MAMAD.LILLO 50ML     ;
412;72348;*MAMAD.SNOOPY 60ML    ;
423;71294;*MARZIPAN CHOC.100GR  ;
423;124178;*MARZIPAN CHOC.4UN    ;
412;93341;*MASC.OX SUP.370GR    ;
412;73790;*MOD.CILIOS BELLIZ 615;
412;99657;*MORD.LILLO 4022      ;
412;150324;*MORD.LILLO SILIC. UN ;
424;154265;*MOST.JACKDANIELS 7   ;
412;14403;*MOUSSE ST.L.CACH.150M;
412;109658;*OAO HID.BAL.200M     ;
412;175711;*OCAO HID. NUTRI 400GR;
412;175708;*OCAO HID.DAILY 400GR ;
412;151956;*OL.NIVEA Q10 ANTIEST ;
412;79844;*OLEO BRONZ.GOLD FPS2 ;
412;119059;*OLEO BRONZ.ILLUM.FPS4;
412;156400;*OLEO BRONZ.MARCHETTI ;
412;138290;*OLEO ELS.EXTRAO.100ML;
412;145228;*OLEO ELS.EXTRAO.100ML;
412;145231;*OLEO ELS.EXTRAO.100ML;
412;145233;*OLEO ELS.EXTRAO.100ML;
412;145234;*OLEO ELS.EXTRAO.30ML ;
412;168830;*OLEO ELS.EXTRAO.4,5ML;
412;156553;*OLEO ELS.SUMMER 100ML;
412;152589;*OLEO FRUCTIS DANO    ;
412;144062;*OLEO FRUCTIS MAR.100M;
412;143243;*OLEO FRUCTIS SUPER   ;
412;82376;*OLEO JOH.B.AMEN.100ML;
412;13862;*OLEO JOH.B.PUR.100ML ;
412;139561;*OLEO LOR.FPS15 115ML ;
412;139562;*OLEO LOR.FPS30 115ML ;
412;70984;*OLEO NIVEA BANH.200ML;
412;106479;*OLEO THAP.TRIF.YD.140;
412;150598;*OLEO TRESEMME OL.ELIX;
412;156608;*PACK NEUT.FPS30 120ML;
412;156607;*PACK SUND.FPS30 200ML;
412;160999;*PACK SUND.FPS30 200ML;
412;164932;*PACK SUND.FPS50 200ML;
435;2695;*PALETA DE PACA       ;
436;1650;*PARMESAO RESERVA     ;
435;2694;*PERNIL DE PACA       ;
435;2045;*PICANHA              ;
435;2198;*PICANHA              ;
435;3368;*PICANHA 1953         ;
435;8531;*PICANHA 1953 FATIADA ;
435;3025;*PICANHA ANGUS KG     ;
435;3079;*PICANHA NOBRE        ;
435;8485;*PICANHA P.GRILL ALHO ;
435;8486;*PICANHA P.GRILL SAL  ;
435;8773;*PICANHA RESERVA      ;
435;7513;*PICANHAS EXTRA BASSI ;
441;62935;*PILHA DUR.AA PQ.2UN  ;
441;63437;*PILHA DUR.AAA PAL.2UN;
441;62938;*PILHA DUR.AAA ULT.2UN;
441;152979;*PILHA DUR.ALC.AAA 4UN;
441;152976;*PILHA DUR.ALC.PQ.L6P4;
441;62051;*PILHA DUR.GD.2UN     ;
441;73924;*PILHA DUR.MN 21B UN  ;
441;152623;*PILHA DUR.Q.AA2UN    ;
441;152622;*PILHA DUR.Q.AAA2UN   ;
441;147742;*PILHA DUR.RECAR.AA 2U;
441;147743;*PILHA DUR.RECAR.AAA 2;
441;15856;*PILHA DURACELL ALC.MD;
441;160908;*PILHA QUANTUM AAA L4P;
442;124994;*PORQUE H.A.M.PODEROSA;
412;139141;*PRESTOB.3 SENSE MASC.;
412;172742;*PRESTOB.3 SENSECARE  ;
426;2811;*PRESUNTO FIORUCCI    ;
426;6764;*PRESUNTO FIORUCCI    ;
426;5440;*PRIMADONA VERMELHO   ;
421;74774;*PROSEC.V.S.INGL.750ML;
421;74775;*PROSECCO GIOIOSA 750M;
421;61049;*PROSECCO ZONIN 750   ;
412;152590;*PROT.BB CREAM FPS30  ;
412;150726;*PROT.BB CREAM FPS50  ;
412;113136;*PROT.BRONZ.GOLD FPS4 ;
412;119220;*PROT.LOR.FACIAL FPS30;
412;165087;*PROT.LOR.FACIAL FPS30;
412;119215;*PROT.LOR.FPS15 120M  ;
412;127413;*PROT.LOR.FPS15 200ML ;
412;127410;*PROT.LOR.FPS20 120ML ;
412;119218;*PROT.LOR.FPS30 120ML ;
412;141773;*PROT.LOR.FPS30 120ML ;
