SECAO;COD;DESCRICAO 
445;161169;AREIA PIPICAT CLA.4KG ;
445;136909;AREIA PIPICAT FLOR.4KG;
445;136910;AREIA PIPICAT SIL.1,6 ;
445;154605;AREIA PROGATO 1,8 KG  ;
445;138959;AREIA PUTZ 4KG        ;
445;153248;AREIA SILICA P/GATOS  ;
445;158037;AREIA SILICA P/GATOS  ;
445;158523;AREIA SILICA P/GATOS  ;
445;160716;AREIA SILICA P/GATOS  ;
445;166458;AREIA SILICA SCOTT.1,6;
445;74405;AREIA TIDY CAT 2KG    ;
444;126367;AREJADOR P/TORN.FASCIL;
436;4228;ARENQUE DAMM          ;
800;22679;ARGAMASSA             ;
440;105752;ARGILA EXPANDIA 950GR ;
440;170889;ARGILA EXPANDIDA 50L  ;
903;34843;ARGOLA PAO HAMBURGUER ;
416;124890;ARIEL C/AMAC.1L       ;
416;124897;ARIEL C/AMAC.3L       ;
416;139137;ARIEL MAX 3L          ;
416;152624;ARIEL PAWER PODS 14UN ;
416;145949;ARIEL PODS CAPSULAS   ;
800;21404;ARMARIO               ;
800;32188;ARMARIO               ;
800;32271;ARMARIO               ;
800;32881;ARMARIO               ;
800;32882;ARMARIO               ;
800;32901;ARMARIO               ;
800;34951;ARMARIO               ;
800;34994;ARMARIO               ;
800;34998;ARMARIO               ;
800;34999;ARMARIO               ;
800;35004;ARMARIO               ;
800;35016;ARMARIO               ;
800;35289;ARMARIO               ;
800;23437;ARMARIO 1,03X0,45X1,82;
800;23445;ARMARIO 1,60X0,60X0,90;
800;19856;ARMARIO 2 PORTAS      ;
800;26277;ARMARIO 2 PORTAS      ;
800;23444;ARMARIO 2,65X0,40X1,65;
800;23442;ARMARIO 2,65X0,40X1,80;
800;23441;ARMARIO 3,60X0,40X1,80;
800;23440;ARMARIO 4,60X0,40X1,80;
800;30983;ARMARIO 40 PORTAS     ;
800;34535;ARMARIO 40 PORTAS     ;
800;34536;ARMARIO 80 PORTAS     ;
800;23465;ARMARIO ADEGA EM L    ;
800;23446;ARMARIO AEREO 1200X400;
800;31473;ARMARIO AEREO 2800X400;
800;35112;ARMARIO ALTO COM NICHO;
800;31748;ARMARIO C/ 2 PORTAS   ;
800;23551;ARMARIO C/2PORTAS     ;
800;23349;ARMARIO C/60POR. 4,50 ;
800;20725;ARMARIO C/PORT.CORRER ;
800;21908;ARMARIO DE ACO        ;
800;31471;ARMARIO EM INOX       ;
800;26807;ARMARIO EXPOSICAO     ;
800;31502;ARMARIO INOX          ;
800;31358;ARMARIO LAVATORIO     ;
800;31359;ARMARIO LAVATORIO     ;
800;30970;ARMARIO MULTIUSO 20 PO;
980;172328;ARMARIO P/CHAVES      ;
800;19544;ARMARIO P/FARMACIA    ;
800;31472;ARMARIO P/MAT.LIMP.   ;
800;30981;ARMARIO PARA MALOTES  ;
800;23373;ARMARIO SUSP. INOX 304;
800;23012;ARMARIO SUSP.AISI 1500;
800;23011;ARMARIO SUSP.AISI 1800;
800;34555;ARMARIO SUSPENSO INOX ;
800;26812;ARMARIO T.NICHO       ;
800;30984;ARMARIO TESOURARIA    ;
800;30485;ARO INOX              ;
412;167329;AROM AMB LIABEL 350ML ;
416;167330;AROM AMB LIABEL 350ML ;
984;24912;AROM MADEIRA CARVALHO ;
984;24910;AROM MADEIRA CEREJEIRA;
984;24907;AROM MADEIRA MACA     ;
984;24908;AROM MADEIRA MACA     ;
984;24911;AROM MADEIRA NOGUEIRA ;
416;177498;AROM.CAP.LIMAO 500ML  ;
416;32190;AROM.COALA 140ML L3P2 ;
416;149272;AROM.COALA ALGAS 140ML;
416;172406;AROM.COALA ALGODAO    ;
416;172404;AROM.COALA CAPIM LIMAO;
416;109601;AROM.COALA CITR.140ML ;
416;109597;AROM.COALA CITRIOD.140;
416;172407;AROM.COALA CRAVO CAN. ;
416;149273;AROM.COALA E.DOCE 140M;
416;126939;AROM.COALA FLOR.140M  ;
416;109599;AROM.COALA GLOB.140   ;
416;109600;AROM.COALA L.LIMAO 140;
416;126938;AROM.COALA LAV.140ML  ;
413;13109;BISC.VIT.MARIL.330GR  ;
415;16234;BISC.VITAO AVEIA 200GR;
415;166754;BISC.VITAO AVEIA 80GR ;
415;16230;BISC.VITAO GER.MEL 200;
415;166755;BISC.VITAO GERG.80GR  ;
415;16233;BISC.VITAO GERGEL.200 ;
415;166756;BISC.VITAO GERMEN 80GR;
415;16232;BISC.VITAO GIRASS.200 ;
415;32504;BISC.VITAO INT L3P2   ;
415;172175;BISC.VITER.BAN.50GR   ;
415;172176;BISC.VITER.MACA.50GR  ;
423;116617;BISC.VITIES CHOC.200GR;
423;116618;BISC.VITIES CHOC.AMARG;
423;116620;BISC.VITIES CROC.218GR;
423;77786;BISC.WAFFEL.MILK 100GR;
423;126139;BISC.WAFFELET.DARK 100;
413;138166;BISC.WII BAU/CHOC.180G;
413;138165;BISC.WII CHOC.2X 180GR;
415;153056;BISC.XILITOCA 50GR    ;
415;157113;BISC.XILITOCA BAT.50GR;
413;115064;BISC.ZAD.BAUN.120GR   ;
413;115973;BISC.ZAD.CHOC.120GR   ;
413;115066;BISC.ZAD.CHOC.BCO.120G;
413;115975;BISC.ZAD.COCO 120GR   ;
413;115069;BISC.ZAD.D.LEITE 120GR;
413;115974;BISC.ZAD.MOR.120GR    ;
413;167223;BISC.ZAPOLI CHOC.250G ;
413;170981;BISC.ZE PEREIRA LT.230;
413;170982;BISC.ZE PEREIRA LT.230;
413;170983;BISC.ZE PEREIRA LT.230;
413;149528;BISC.ZEZE AGUA 200GR  ;
413;125617;BISC.ZEZE B.MEL 300GR ;
413;127844;BISC.ZEZE BAN/CAN.200G;
413;107291;BISC.ZEZE BAN/CAN.300G;
413;117781;BISC.ZEZE F.B.BAU.180G;
413;113252;BISC.ZEZE F.B.CHO.180G;
413;111545;BISC.ZEZE F.B.LIM.180G;
413;107289;BISC.ZEZE F.DOCE 150GR;
413;107288;BISC.ZEZE F.DOCE 300GR;
413;107287;BISC.ZEZE F.SALG.300GR;
413;107293;BISC.ZEZE LUNA 220GR  ;
413;107290;BISC.ZEZE MACA/C.150GR;
413;175164;BISC.ZEZE MACA/C.190GR;
413;123805;BISC.ZEZE MIGN.200GR  ;
413;117780;BISC.ZEZE P.CHOC.300GR;
436;169432;BISC.ZIN 3.QJOS 1KG   ;
436;146117;BISC.ZIN PAO 3 QJO.1KG;
434;8819;BISC.ZIN PAO 3.QJOS KG;
434;2618;BISC.ZIN PAO QJ.AS. KG;
423;166408;BISC.ZUPPOLE          ;
423;164555;BISCFR.FIBRA          ;
415;172254;BISCO PINATI SLICE 100;
415;172255;BISCO PINATI SLICE 100;
415;172256;BISCO PINATI SLICE 100;
415;176509;BISCO PINATI SLICE 100;
415;164307;BISCOFIBRAS GERG.150GR;
415;149943;BISCOFRIBRAS LINH.QJO.;
415;149942;BISCOFRIBRAS LINH.SALS;
413;170971;BISCOITO BANANA 160G  ;
413;73177;BISCOITO DE POLVILHO  ;
434;8535;BISCOITO DE POLVILHO K;
413;173181;BISCOITO MIRAGUNA     ;
413;172551;BISCOITO NESFIT 140G  ;
413;175112;BISCOITO NESFIT 160G  ;
413;160062;BISCOITO NESFIT 200G  ;
413;175357;BISCOITO ROSCA MABEL  ;
413;175358;BISCOITO ROSCA MABEL  ;
413;175283;BISCOLATE PASCOA      ;
413;169107;BISCOLATE SHIMMELPFENG;
445;122091;BISCROK FRUTAS 200GR  ;
445;23176;BISCROK JR.300GR      ;
445;140532;BISCROK MARROW.200GR  ;
445;71422;BISCROK MARROW.500GR  ;
445;107353;BISCROK MAXI 500GR    ;
445;107347;BISCROK MINI 500GR    ;
445;107349;BISCROK MULTI 1KG     ;
445;15924;BISCROK MULTI 500GR   ;
413;27444;BISKUI BAUD.GERG.100GR;
413;70068;BISKUI BAUD.PIZZ.65GR ;
413;15487;BISKUI BAUD.SALG.100GR;
413;70067;BISKUI BAUD.T.SECO 65G;
413;11710;BISKUI CESTA 100GR    ;
436;170472;BISN.THABRULAI 300GR  ;
414;16288;BISNAG.CESTA B.300GR  ;
436;159184;BISNAG.NUTR.INT.300GR ;
434;101573;BISNAG.P.VITA 7 G.260G;
436;157090;BISNAG.PULL.INT.300GR ;
436;131558;BISNAG.SEVEN 300G     ;
436;157618;BISNAG.SEVEN 300G     ;
436;27893;BISNAG.SEVEN L3P2     ;
436;131559;BISNAG.SEVEN VIT.300G ;
436;69796;BISNAG.W.B.JACK 300GR ;
436;125989;BISNAG.W.B.T.NUTR.300G;
800;35027;BISNAGA               ;
434;2115;BISNAGUINHA           ;
434;2583;BISNAGUINHA ACUCAR    ;
434;2582;BISNAGUINHA COCO      ;
434;170827;BISNAGUINHA MINI 280GR;
436;143156;BISNAGUINHA WICK B.INT;
436;70846;BISNAGUITO PULLMAN 300;
435;5446;BISTECA ACEM KG       ;
435;6165;BISTECA ACEM PRECOCE  ;
435;158893;BISTECA ADELLE 1KG    ;
435;7239;BISTECA CABRITO       ;
435;2482;BISTECA CONGELADA     ;
434;9709;PANHOCA KG            ;
984;22364;PANIFICADOR FIDELIDADE;
443;21479;PANIFICADORA BRITANIA ;
909;32144;PANKI ALFA KG         ;
423;152090;PANNA COTTA S.MARTINO ;
428;4321;PANNACOTTA            ;
443;134775;PANO ALKLIN MAGICO UN ;
443;99982;PANO ASSOL.UMED.20UN  ;
443;152154;PANO BET.ESFR.ALT.PERF;
443;152209;PANO BET.ESFR.ALT.PERF;
443;152157;PANO BET.ESFR.PANO ALV;
443;131883;PANO BET.LUST.AUTOM.  ;
443;131881;PANO BET.MICROF.AUTOM.;
443;138260;PANO BET.MICROF.EXT.UN;
443;138266;PANO BET.ULTRA SECAGEM;
902;16728;PANO BIG ROLL 33X300M ;
443;75759;PANO BOMBRIL 60X50 UN ;
443;156631;PANO CHAO ARTEP.COLOR.;
443;138475;PANO CHAO FLAB.50X84  ;
443;21366;PANO CHAO OBER 77X39  ;
443;86161;PANO CHAO SEK 53X58   ;
443;25490;PANO COPA ARTEP.UN    ;
443;25492;PANO COPA ARTEP.UN    ;
443;87666;PANO COPA ARTEP.UN    ;
443;87665;PANO COPA ARTEPANO    ;
443;87667;PANO COPA ARTEPANO    ;
443;153936;PANO COPA ARTEPANO    ;
443;153938;PANO COPA ARTEPANO    ;
443;153942;PANO COPA ARTEPANO    ;
443;163953;PANO COPA FLAB.40X60  ;
443;145192;PANO COPA FLAB.44X60  ;
443;120429;PANO COPA FLAB.45X70  ;
443;152062;PANO COPA FLAB.45X70  ;
443;168030;PANO COPA FLAB.45X70  ;
429;19596;PANO CROSS HATCH AZ.  ;
902;13749;PANO CROSS HATCH.     ;
902;145771;PANO CROSS VERSATA BCO;
443;33178;PANO DE PRATO NATAL   ;
443;33179;PANO DE PRATO NATAL   ;
443;106524;PANO DUDU 35X65 UN    ;
443;81299;PANO DUDU 40X65 UN    ;
443;84375;PANO DUDU 45X37 UN    ;
443;25537;PANO DURAMAX 5UN      ;
443;25538;PANO DURAMAX PISO 2UN ;
429;19783;PANO EM ROLO 300MTS   ;
443;24670;PANO ESFR.M.USO 58X33 ;
443;86163;PANO ESFR.M.USO 58X33 ;
443;32899;PANO ESFREBOM L3P2    ;
443;117742;PANO ESFREBOM UN      ;
443;165265;PANO ESFREBOM UN      ;
443;173033;PANO ESFREBOM UN      ;
443;173039;PANO ESFREBOM UN      ;
443;173040;PANO ESFREBOM UN      ;
443;173041;PANO ESFREBOM UN      ;
443;173043;PANO ESFREBOM UN      ;
443;176786;PANO ESFREBOM UN      ;
443;94623;PANO ESP.SEK VEG.UN   ;
443;65073;PANO ESP.VEG.LIMP.P.  ;
443;138570;PANO FELPA FLAB.28X38 ;
443;138571;PANO FLAB.CHEF 48X75  ;
443;111316;PANO FLABOM BORD.7UN  ;
443;113090;PANO FLABOM C/VIES UN ;
443;99357;PANO FLABOM PAN.C/BAR.;
443;99358;PANO FLABOM PAN.C/BAR.;
443;87696;PANO FLABOM PAN.C/EST.;
443;126147;PANO FLABOM SEMANINHA ;
443;156634;PANO LIMP.FLAN.38X58  ;
443;90780;PANO LIMP.FUKIN 30X40 ;
443;93220;PANO LIMP.FUKIN 40X60 ;
443;110317;PANO LIMP.LIMPAMAX 5UN;
443;84867;PANO LIMP.M.LIM.UN    ;
443;25536;PANO LIMP.PROD C/5    ;
443;156737;PANO LIMP.PROF C/10   ;
443;124360;PANO LIMP.SCOTT 2UN   ;
443;120113;PANO LIMPEX 58X33 5UN ;
902;148517;PANO M.USO BCO.300M   ;
443;137487;PANO MAGICO FLABOM UN ;
443;137488;PANO MAGICO FLABOM UN ;
443;137490;PANO MAGICO FLABOM UN ;
443;137491;PANO MAGICO FLABOM UN ;
443;162907;PANO MAGICO FLABOM UN ;
443;117738;PANO MICROF.VID.31X30 ;
443;134778;PANO MICROFIBRA MUL.UN;
443;134777;PANO MICROFIBRA ROS.UN;
443;21372;PANO OBER TCHAN 40X38 ;
443;75940;PANO OBER.47X70       ;
443;171541;PANO PERFEX AZUL 25UN ;
443;149837;PANO PERFEX AZUL 5UN  ;
443;156635;PANO PIA ARTEP.D.30X40;
443;138476;PANO PIA FLAB.30X42   ;
443;168029;PANO PIA FLAB.30X42   ;
443;21364;PANO PIA OBER 30X30UN ;
443;78197;PANO PIA S.G.30X35    ;
443;126765;PANO PIA S.G.30X35 PRO;
443;100309;PANO PRAT.C/CR.45X70CM;
443;87668;PANO PRATO  ARTEPANO  ;
443;87669;PANO PRATO ARTEPANO   ;
443;87675;PANO PRATO ARTEPANO   ;
443;112016;PANO PRATO ARTEPANO   ;
443;125260;PANO PRATO ARTEPANO   ;
443;135752;PANO PRATO ARTEPANO   ;
443;87695;PANO PRATO C/AP.45X70 ;
442;165848;CADER.T.ES.1/8 FEM.80F;
442;141407;CADER.TIL.B&W 100F    ;
442;141408;CADER.TIL.NAT.100F    ;
442;141409;CADER.TIL.ROMERO 100F ;
980;169523;CADERNETA             ;
980;170381;CADERNETA             ;
980;170401;CADERNETA             ;
442;129740;CADERNETA TIL.APON.60F;
442;82938;CADERNETA TIL.AUR.96F ;
442;141398;CADERNETA TIL.B&W 96  ;
442;95172;CADERNETA TIL.BARBI.96;
442;104977;CADERNETA TIL.BRA.96F ;
442;104979;CADERNETA TIL.BRA.96F ;
442;82958;CADERNETA TIL.CAPR.96F;
442;80137;CADERNETA TIL.ESP.40F ;
442;80136;CADERNETA TIL.ESP.48F ;
442;141405;CADERNETA TIL.ESP.96F ;
442;95200;CADERNETA TIL.F.MIC.96;
442;141395;CADERNETA TIL.FADAS 96;
442;82939;CADERNETA TIL.GEL.96F ;
442;109479;CADERNETA TIL.H.WH.96F;
442;114482;CADERNETA TIL.JOLIE 96;
442;82940;CADERNETA TIL.LOUV.96F;
442;82919;CADERNETA TIL.M.MIC.96;
442;82917;CADERNETA TIL.MEN.96F ;
442;82925;CADERNETA TIL.NAT.96F ;
442;82926;CADERNETA TIL.NEON 96F;
442;119751;CADERNETA TIL.PLUSH 96;
442;82959;CADERNETA TIL.POOH 96F;
442;82937;CADERNETA TIL.ZEN 96F ;
800;32068;CADERNO               ;
800;32070;CADERNO               ;
442;162240;CADERNO CAPA DURA     ;
442;80097;CADERNO FUNNY GIRL UN ;
442;80102;CADERNO HELLO KITTY UN;
980;169520;CADERNO LINGUAGEM     ;
980;170061;CADERNO LINGUAGEM     ;
980;172625;CADERNO LINGUAGEM     ;
442;80098;CADERNO M.S.PODER.UN  ;
442;80103;CADERNO M.S.PODER.UN  ;
442;130135;CADERNO STYLL.FLOW.15M;
442;95434;CADERNO TIL.ACD 96F   ;
442;119703;CADERNO TIL.C.KIDS.96F;
442;104988;CADERNO TIL.JOLIE 10M ;
442;104989;CADERNO TIL.JOLIE 12M ;
442;95192;CADERNO TIL.M.MIC.48  ;
442;95201;CADERNO TIL.MICK.12M  ;
442;103790;CADERNO TIL.POOH 10MAT;
442;114677;CADERNO TIL.SUPERM.10M;
442;114678;CADERNO TIL.SUPERM.12M;
442;114679;CADERNO TIL.SUPERM.16M;
442;141789;CADERNO TIL.SUPERM.20M;
980;169503;CADERNO UNIVERSITARIO ;
980;170382;CADERNO UNIVERSITARIO ;
980;170452;CADERNO UNIVERSITARIO ;
980;170680;CADERNO UNIVERSITARIO ;
413;164615;CAF.LOR CLAS.SOL.140GR;
413;164608;CAF.LOR CLASSIQUE 250G;
413;164609;CAF.LOR EX.FORTE 250G ;
413;164613;CAF.LOR INTEN.SAC.50GR;
413;164610;CAF.LOR INTENSE 250G  ;
413;164616;CAF.LOR SOL.INTE.140GR;
800;33522;CAFE                  ;
432;177434;CAFE 3 COR.CER.FOOD   ;
413;147812;CAFE 3 COR.DES.VAC.250;
413;107779;CAFE 3 COR.DESC.50GR  ;
413;85517;CAFE 3 COR.E.F.ALM.500;
413;24603;CAFE 3 COR.E.F.VAC.250;
413;105961;CAFE 3 COR.E.F.VAC.250;
413;147813;CAFE 3 COR.E.FOR.50GR ;
413;165191;CAFE 3 COR.EXT.FORTE  ;
413;132276;CAFE 3 COR.G.TORR.G.1K;
413;107221;CAFE 3 COR.GOUR.250GR ;
413;26386;CAFE 3 COR.L3P2 50GR  ;
413;168530;CAFE 3 COR.L500 P475G ;
413;168531;CAFE 3 COR.L500P475G  ;
413;147811;CAFE 3 COR.ORG.VAC.250;
413;178809;CAFE 3 COR.PANAMA 250 ;
413;178811;CAFE 3 COR.PANAMA.250 ;
413;148054;CAFE 3 COR.PLATIN.200G;
413;147810;CAFE 3 COR.PR.STD.EST.;
413;107780;CAFE 3 COR.PR.VAC.250G;
413;139184;CAFE 3 COR.PR.VAC.EST.;
413;151078;CAFE 3 COR.S.DESC.50GR;
413;85520;CAFE 3 COR.TR.ALM.500G;
413;176926;CAFE 3 COR.TR.SOL.160G;
413;105774;CAFE 3 COR.TR.VAC.250G;
413;105779;CAFE 3 COR.TR.VAC.500G;
413;132000;CAFE 3 COR.TRAD.R.50GR;
413;178810;CAFE 3 COR.TRIBOS 250 ;
413;165190;CAFE 3 CORACOES TRAD. ;
413;176939;CAFE 3C GOUR.C.M.250G ;
413;176931;CAFE 3C GOUR.M.P250G  ;
413;176930;CAFE 3C GOUR.S.M.250G ;
413;174722;CAFE 3COR.COLOMB. 250G;
413;174725;CAFE 3COR.ETIOPIA 250G;
413;174724;CAFE 3COR.JAVA.250G   ;
413;174723;CAFE 3COR.KENYA.250G  ;
413;168098;CAFE 3COR.RITUAIS 250G;
413;168099;CAFE 3COR.RITUAIS 250G;
413;168100;CAFE 3COR.RITUAIS 250G;
413;168101;CAFE 3COR.RITUAIS 250G;
413;171555;CAFE 3COR.RITUAIS 250G;
423;148591;CAFE ALE TCHIBO       ;
413;12642;CAFE ALV.EX.F.250GR   ;
413;12620;CAFE ALV.EX.F.500GR   ;
413;12639;CAFE ALV.TRAD.250GR   ;
413;12633;CAFE ALV.TRAD.500GR   ;
413;108476;CAFE ALV.VAC.E.F.500GR;
413;136507;CAFE ATRIBUTO GOU.MOID;
412;178627;FIN.INOAR CICATRIFIOS ;
412;178629;FIN.INOAR.THER.ARGAN  ;
412;177325;FIN.LEAVE-IN HIBISCOS ;
412;177894;FINALIZ.+BRILHO 150GR ;
412;142849;FINALIZ.ALGAS 150GR   ;
412;131386;FINALIZ.BIOGELAT.150GR;
412;133649;FINALIZ.BLOND 200GR   ;
